      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all       strike 1       strike 2          dip 1          dip 2         rake 1         rake 2
    -60.00    -20.00      29.975880       0.024885       0.024885        24      23.0      24.0       0.238487     122.959999     245.919998      67.379997      37.450001     120.669998      39.240002
    -60.00    -15.00      25.481911       0.039603       0.039603        24      23.0      24.0       0.238487      74.059998     298.880005      70.410004      26.650000      71.559998     131.619995
    -60.00    -10.00      20.987940       0.039983       0.039983        24      23.0      24.0       0.238487      51.889999     296.040009      69.459999      40.689999      54.080002     147.429993
    -60.00     -5.00      16.493971       0.025278       0.025278        24      23.0      24.0       0.238487     112.699997     233.589996      68.500000      37.490002     121.489998      37.020000
    -60.00      0.00      12.000000       0.033065       0.033065        24      23.0      24.0       0.238487     353.230011     243.399994      84.470001      15.920000    -104.949997     -20.559999
    -60.00      5.00       7.506030       0.031393       0.031393        24      23.0      24.0       0.238487     161.820007     259.130005      88.160004      14.150000     104.029999       7.540000
    -60.00     10.00       3.012060       0.018602       0.018602        24      23.0      24.0       0.238487     121.410004     247.479996      70.059998      31.639999     115.089996      40.560001
    -50.00    -20.00      29.975880       0.002253       0.002253        24      23.0      24.0       0.238487     163.570007      29.230000      15.690000      78.900002      45.419998     101.150002
    -50.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -10.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
      0.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     10.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     20.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     30.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00    -20.00      29.975880       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     40.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     50.00    -20.00      29.975880       0.002319       0.002319        24      23.0      24.0       0.238487      66.239998     289.109985      43.020000      55.619999    -124.160004     -62.340000
     50.00    -15.00      25.481911       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     50.00    -10.00      20.987940       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     50.00     -5.00      16.493971       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     50.00      0.00      12.000000       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     50.00      5.00       7.506030       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     50.00     10.00       3.012060       0.000000       0.000000        24      23.0      24.0       0.238487     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
     60.00    -20.00      29.975880       0.036163       0.036163        24      23.0      24.0       0.238487     126.250000     233.190002      66.379997      56.330002     142.770004      28.780001
     60.00    -15.00      25.481911       0.043159       0.043159        24      23.0      24.0       0.238487     138.440002     228.529999      81.779999      89.400002     179.389999       8.220000
     60.00    -10.00      20.987940       0.037565       0.037565        24      23.0      24.0       0.238487     324.380005     232.089996      80.550003      76.489998    -166.300003      -9.730000
     60.00     -5.00      16.493971       0.031616       0.031616        24      23.0      24.0       0.238487     335.489990     237.009995      77.620003      56.080002    -145.160004     -14.970000
     60.00      0.00      12.000000       0.024662       0.024662        24      23.0      24.0       0.238487     170.360001      29.450001      30.110001      65.769997    -125.099998     -71.559998
     60.00      5.00       7.506030       0.033520       0.033520        24      23.0      24.0       0.238487     141.929993      48.570000      51.279999      85.820000    -174.639999     -38.849998
     60.00     10.00       3.012060       0.027367       0.027367        24      23.0      24.0       0.238487     144.089996      40.270000      55.070000      71.110001    -156.750000     -37.240002
     70.00    -20.00      29.975880       0.046355       0.046355        24      23.0      24.0       0.238487     127.870003     223.130005      73.589996      72.690002     161.929993      17.209999
     70.00    -15.00      25.481911       0.061267       0.061267        24      23.0      24.0       0.238487     311.529999     221.490005      85.699997      89.379997    -179.380005      -4.300000
     70.00    -10.00      20.987940       0.061310       0.061310        24      23.0      24.0       0.238487     314.739990     220.059998      61.150002      81.589996    -170.380005     -29.200001
     70.00     -5.00      16.493971       0.055582       0.055582        24      23.0      24.0       0.238487     216.720001     326.829987      70.279999      46.189999     -47.340000    -152.119995
     70.00      0.00      12.000000       0.050520       0.050520        24      23.0      24.0       0.238487     201.139999     345.559998      60.060001      35.310001     -70.349998    -120.290001
     70.00      5.00       7.506030       0.050902       0.050902        24      23.0      24.0       0.238487     172.690002       6.290000      58.099998      32.639999     -97.279999     -78.489998
     70.00     10.00       3.012060       0.051087       0.051087        24      23.0      24.0       0.238487     169.860001       2.850000      56.230000      34.459999     -97.309998     -79.230003
     80.00    -20.00      29.975880       0.046146       0.046146        24      23.0      24.0       0.238487     130.000000     222.699997      77.349998      78.150002     167.860001      12.930000
     80.00    -15.00      25.481911       0.061140       0.061140        24      23.0      24.0       0.238487     309.190002     218.979996      87.190002      85.870003    -175.860001      -2.820000
     80.00    -10.00      20.987940       0.062862       0.062862        24      23.0      24.0       0.238487     310.829987     214.220001      60.770000      78.379997    -166.660004     -29.900000
