    1   -0.527203    0.194358    0.258125   -0.309264    0.051139   -0.120972    0.182139    0.002236    65.90   297.92    39.21    63.34    45.22   119.88
    2   -0.424179    0.092275    0.951458   -1.075478    0.124019   -0.706194    0.494061    0.121431    76.80   294.30    29.57    65.77    56.29   107.48
    3   -0.559079    0.104943    2.040500   -2.242700    0.202200   -1.690683    0.666125    0.462308    91.20   288.03    25.94    65.04    74.78    97.28
    4   -1.079911   -0.558929    2.738987   -3.094223    0.355236   -2.417278    0.750639    0.774750    97.21   285.86    25.13    65.12    82.16    93.66
    5   -2.278668   -1.494887    2.918038   -3.457261    0.539222   -2.802446    0.522669    0.969300   105.55   281.07    24.64    65.43    94.07    88.14
    6   -3.394141   -2.579815    2.879467   -3.507900    0.628433   -2.623791    0.114067    1.078908   115.70   275.07    27.04    64.47   108.54    80.78
    7   -2.409187   -2.742413    2.190472   -2.892902    0.702431   -2.147722   -0.319917    1.176805   132.08   266.75    32.02    66.26   130.62    67.85
    8   -1.062461   -2.430640    1.319528   -2.227839    0.908311   -1.517769   -0.796550    1.255436   145.60   255.49    44.43    71.56   153.14    48.83
    9    0.334652   -2.223350    0.295500   -1.608508    1.313008   -0.773500   -1.031491    1.360791   152.39   249.44    62.76    76.58   164.87    28.07
   10    1.731098   -2.191784   -0.505055   -1.035097    1.540152   -0.431208   -1.053361    1.470764   157.99   251.48    78.04    73.96   163.59    12.46
   11    3.032148   -2.183427   -1.022544   -0.536503    1.559047   -0.718058   -0.923405    1.567119   165.71    60.11    46.57    74.15  -157.91   -45.61
   12    3.893440   -2.572433   -1.234300   -0.321325    1.555626   -1.292342   -0.880392    1.591159   173.30    57.73    38.36    71.14  -148.61   -55.96
   13    5.002982   -3.338252   -1.074361   -0.909097    1.983458   -1.413528   -0.863639    1.485889   162.67    57.70    45.07    75.49  -159.28   -46.85
   14    9.424270   -3.435650   -0.637205   -1.888311    2.525517   -1.031306   -0.769686    1.198445   149.96    56.49    61.00    83.77  -172.87   -29.19
   15   19.424494   -2.789975   -0.516050   -2.414284    2.930334   -0.723534   -0.679159    0.704825   142.57    51.30    69.44    86.62  -176.39   -20.59
   16   26.512316   -2.724942   -0.604889   -2.327875    2.932764   -0.682778   -0.612833    0.182195   137.73    45.31    69.06    83.70  -173.25   -21.07
   17   33.379997   -2.524696   -0.728903   -2.254200    2.983103   -0.530622   -0.583133   -0.261753   132.88    40.46    70.84    83.06  -172.66   -19.31
   18   37.708141   -2.694832   -0.727416   -2.266992    2.994408   -0.869525   -0.445409   -0.460408   132.39    37.21    68.53    77.07  -166.09   -22.05
   19   47.431427   -2.121661   -0.498959   -2.579306    3.078265   -0.794097   -0.216139   -0.314195   133.31    40.24    74.78    78.88  -168.47   -15.51
   20   49.500362   -2.220901   -0.343758   -2.765444    3.109203   -0.387719   -0.061269    0.030728   135.63    44.95    82.99    84.49  -174.45    -7.05
   21   53.794739   -2.610214   -0.422741   -2.476007    2.898748    0.216816   -0.026925    0.340283   318.76   228.46    85.97    85.65  -175.63    -4.04
   22   58.500450   -2.857330   -0.637334   -1.893016    2.530349    0.775944    0.017583    0.371098   322.53   226.87    71.40    73.67  -162.74   -19.41
   23   61.198147   -4.081751   -0.607650   -1.473811    2.081461    0.854230    0.209933    0.120011   321.25   222.35    64.09    72.33  -160.28   -27.30
   24   63.915493   -4.640909   -0.450775   -1.068374    1.519149    0.353867    0.365658   -0.188166   312.74   217.43    64.59    78.97  -167.77   -25.93
   25   74.623650   -4.420149   -0.518764   -0.402473    0.921237    0.014570    0.438487   -0.455639   306.15   191.36    44.17    67.84  -147.22   -50.76
   26   85.353767   -3.007850   -0.614845    0.133747    0.481097   -0.136061    0.374072   -0.578136   155.98   306.66    59.72    33.81   -74.18  -115.02
   27   88.058220   -4.101670   -0.606774    0.512208    0.094567   -0.218800    0.242650   -0.540933   133.75   292.39    57.33    34.55   -78.08  -107.86
   28   90.629982   -5.880815   -0.398042    0.605389   -0.207347   -0.291181    0.183806   -0.436584   132.78   265.19    63.68    36.26   -64.11  -131.44
   29   93.047676   -7.826779   -0.115150    0.402261   -0.287111   -0.315511    0.204286   -0.290183   150.77   240.88    89.86    53.21   -36.79  -179.82
   30   95.496727   -7.396793    0.081933    0.102792   -0.184725   -0.271967    0.231708   -0.171742   335.18   235.01    82.42    37.01    53.66   167.34
   31   95.424210   -6.392016    0.232084    0.052917   -0.285001   -0.498336    0.476252   -0.285418   230.92   335.12    28.85    82.30   163.89    62.11
   32         NaN         NaN         NaN         NaN         NaN         NaN         NaN         NaN   180.00   360.00    45.00    45.00    90.00    90.00
