   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     -72.907417      18.426069      32.000000     0.088   164.703    17.646   -71.701   325.565    73.273   -95.704    -60.00    -20.00    1
    2     -73.002022      18.423180      32.000000     0.073   307.531    73.955  -129.782   199.167    42.392   -24.203    -50.00    -20.00    0
    3     -73.096626      18.420240      32.000000     0.115   140.162    30.730  -145.411    19.505    73.137   -63.923    -40.00    -20.00    1
    4     -73.191223      18.417250      32.000000     0.274   137.425    59.666   158.317   238.779    71.404    32.199    -30.00    -20.00    0
    5     -73.285820      18.414209      32.000000     0.393    70.401    48.804    49.138   303.116    55.314   126.776    -20.00    -20.00    0
    6     -73.380409      18.411131      32.000000     0.537    76.731    36.354    58.797   293.677    59.535   110.873    -10.00    -20.00    0
    7     -73.474998      18.408001      32.000000     0.537    89.381    31.810    77.540   283.955    59.023    97.622      0.00    -20.00    0
    8     -73.569580      18.404819      32.000000     0.414   104.891    31.673   102.762   269.988    59.196    82.239     10.00    -20.00    0
    9     -73.664169      18.401600      32.000000     0.161   108.335    31.689   116.756   257.689    62.026    74.468     20.00    -20.00    0
   10     -73.758743      18.398331      32.000000     0.104   116.966    59.184   174.414   209.834    85.205    30.936     30.00    -20.00    1
   11     -73.853317      18.395010      32.000000     0.162   131.021    64.148  -172.773    37.857    83.500   -26.032     40.00    -20.00    1
   12     -73.947891      18.391649      32.000000     0.247   139.988    66.808  -137.576    30.194    51.677   -30.131     50.00    -20.00    1
   13     -74.042458      18.388229      32.000000     0.279   133.798    83.736  -168.115    42.483    78.187    -6.400     60.00    -20.00    1
   14     -74.137016      18.384781      32.000000     0.357   307.564    84.431   171.717    38.374    81.756     5.627     70.00    -20.00    0
   15     -74.231583      18.381269      32.000000     0.204   127.103    74.968  -163.541    32.722    74.119   -15.643     80.00    -20.00    1
   16     -74.326134      18.377720      32.000000     0.159   132.525    53.829  -166.399    34.398    79.057   -36.951     90.00    -20.00    1
   17     -74.420692      18.374121      32.000000     0.093   107.597    72.687   -98.843   315.196    19.378   -63.750    100.00    -20.00    1
   18     -72.907417      18.426069      27.000000     0.129   141.856    20.687  -103.153   335.881    69.879   -85.089    -60.00    -15.00    1
   19     -73.002022      18.423180      27.000000     0.146   134.249    31.301  -116.070   344.044    62.181   -75.039    -50.00    -15.00    1
   20     -73.096626      18.420240      27.000000     0.199   134.597    60.388  -179.037    44.121    89.163   -29.616    -40.00    -15.00    1
   21     -73.191223      18.417250      27.000000     0.456   139.015    65.957   161.050   236.979    72.749    25.253    -30.00    -15.00    0
   22     -73.285820      18.414209      27.000000     0.731   319.123    76.044   156.522    55.104    67.255    15.160    -20.00    -15.00    1
   23     -73.380409      18.411131      27.000000     0.953    62.262    45.348    33.412   307.389    66.938   130.196    -10.00    -15.00    0
   24     -73.474998      18.408001      27.000000     0.872    86.184    32.764    71.345   288.058    59.153   101.632      0.00    -15.00    0
   25     -73.569580      18.404819      27.000000     0.656   106.989    32.216   102.138   272.726    58.588    82.452     10.00    -15.00    0
   26     -73.664169      18.401600      27.000000     0.307   117.244    34.440   126.827   255.005    63.084    67.656     20.00    -15.00    0
   27     -73.758743      18.398331      27.000000     0.189   127.063    35.480  -161.023    21.419    79.120   -56.019     30.00    -15.00    1
   28     -73.853317      18.395010      27.000000     0.301   131.245    60.281  -163.289    32.780    75.539   -30.795     40.00    -15.00    1
   29     -73.947891      18.391649      27.000000     0.447   139.221    67.381  -144.516    33.889    57.600   -27.098     50.00    -15.00    1
   30     -74.042458      18.388229      27.000000     0.524   133.593    84.970  -166.816    42.416    76.867    -5.165     60.00    -15.00    1
   31     -74.137016      18.384781      27.000000     0.682   309.197    87.971   171.198    39.511    81.203     2.053     70.00    -15.00    0
