      lon.         lat.     shear_stress(bar)   normal_stress(bar)   coulomb_stress(bar)
   -74.474011    18.344539     0.266738045479569E-02    -0.598992172354081E-02     0.271411765379361E-03
   -74.474011    18.354539     0.262702730730247E-02    -0.597252733989229E-02     0.238016371345558E-03
   -74.474011    18.364539     0.258370459937242E-02    -0.595547341615161E-02     0.201515232911774E-03
   -74.474011    18.374539     0.253749001014032E-02    -0.593882225076024E-02     0.161961109836221E-03
   -74.474011    18.384539     0.248846590935351E-02    -0.592263415921069E-02     0.119412245669227E-03
   -74.474011    18.394539     0.243671919803197E-02    -0.590696731359515E-02     0.739322725939106E-04
   -74.474011    18.404539     0.238234114406574E-02    -0.589187759031453E-02     0.255901079399289E-04
   -74.474011    18.414539     0.232542720868380E-02    -0.587741842325697E-02    -0.255401606189900E-04
   -74.474011    18.424539     0.226607685047177E-02    -0.586364066427380E-02    -0.793794152377457E-04
   -74.474011    18.434539     0.220439334052419E-02    -0.585059245081594E-02    -0.135843639802186E-03
   -74.474011    18.444539     0.214048351863125E-02    -0.583831908345926E-02    -0.194844114752451E-03
   -74.474011    18.454539     0.207445870225694E-02    -0.582686283231028E-02    -0.256286430667168E-03
   -74.474011    18.464539     0.200642913091217E-02    -0.581626320214236E-02    -0.320076149944768E-03
   -74.474011    18.474539     0.193651428959747E-02    -0.580655609718838E-02    -0.386108149277887E-03
   -74.474011    18.484539     0.186483192045713E-02    -0.579777448423265E-02    -0.454277873235924E-03
   -74.474011    18.494539     0.179150359303584E-02    -0.578994790798191E-02    -0.524475570156925E-03
   -74.474011    18.504539     0.171665277449647E-02    -0.578310254011500E-02    -0.596588241549529E-03
   -74.474011    18.514539     0.164040507253288E-02    -0.577726108689222E-02    -0.670499362224011E-03
   -74.474011    18.524539     0.156288751111738E-02    -0.577244277438140E-02    -0.746089598635183E-03
   -74.474011    18.534539     0.148422861849622E-02    -0.576866328740784E-02    -0.823236696466922E-03
   -74.474011    18.544539     0.140455800937643E-02    -0.576593475446058E-02    -0.901815892407807E-03
   -74.474011    18.554539     0.132400614704602E-02    -0.576426573086593E-02    -0.981700145300353E-03
   -74.474011    18.564539     0.124270406041049E-02    -0.576366119572590E-02    -0.106276041787987E-02
   -74.474011    18.574539     0.116078307348596E-02    -0.576412255883415E-02    -0.114486595004770E-02
   -74.474011    18.584539     0.107837454731607E-02    -0.576564767749450E-02    -0.122788452368173E-02
   -74.474011    18.594539     0.995609601725932E-03    -0.576823088544684E-02    -0.131168275245281E-02
   -74.474011    18.604539     0.912618852562379E-03    -0.577186303116910E-02    -0.139612635990526E-02
   -74.474011    18.614539     0.829532150450580E-03    -0.577653152663445E-02    -0.148108046020320E-02
   -74.474011    18.624539     0.746478322352651E-03    -0.578222040598484E-02    -0.156640984004128E-02
   -74.474011    18.634539     0.663584918471878E-03    -0.578891039376618E-02    -0.165197923903459E-02
   -74.474011    18.644539     0.580977966777198E-03    -0.579657898247934E-02    -0.173765362621454E-02
   -74.474011    18.654539     0.498781731086179E-03    -0.580520051901558E-02    -0.182329847652005E-02
   -74.474011    18.655239     0.493046548246958E-03    -0.580583899071073E-02    -0.182928904803733E-02
   -74.464011    18.184539     0.291986614031011E-02    -0.635981095562326E-02     0.375941758060809E-03
   -74.464011    18.194539     0.293416403079450E-02    -0.634601621703026E-02     0.395757543982398E-03
   -74.464011    18.204539     0.294485629715214E-02    -0.633140667424756E-02     0.412293627453111E-03
   -74.464011    18.214539     0.295193501786356E-02    -0.631605485579405E-02     0.425513075545939E-03
   -74.464011    18.224539     0.295539680540231E-02    -0.630003403643682E-02     0.435383190827578E-03
   -74.464011    18.234539     0.295524451836371E-02    -0.628341835031024E-02     0.441877178239614E-03
   -74.464011    18.244539     0.295148647504488E-02    -0.626628246174917E-02     0.444973490345208E-03
   -74.464011    18.254539     0.294413679770665E-02    -0.624870143426768E-02     0.444656223999580E-03
   -74.464011    18.264539     0.293321521035938E-02    -0.623075050266338E-02     0.440915009294028E-03
   -74.464011    18.274539     0.291874722388780E-02    -0.621250491354411E-02     0.433745258470160E-03
   -74.464011    18.284539     0.290076406212923E-02    -0.619403972098038E-02     0.423148173737081E-03
   -74.464011    18.294539     0.287930265133613E-02    -0.617542959471786E-02     0.409130813448988E-03
   -74.464011    18.304539     0.285440558420725E-02    -0.615674862614510E-02     0.391706133749206E-03
   -74.464011    18.314539     0.282612109042276E-02    -0.613807013820736E-02     0.370893035139814E-03
   -74.464011    18.324539     0.279450295738112E-02    -0.611946648999710E-02     0.346716361382277E-03
   -74.464011    18.334539     0.275961045765161E-02    -0.610100888672988E-02     0.319206902959655E-03
   -74.464011    18.344539     0.272150826560227E-02    -0.608276719262753E-02     0.288401388551261E-03
   -74.464011    18.354539     0.268026634694087E-02    -0.606480974462099E-02     0.254342449092473E-03
   -74.464011    18.364539     0.263595983643374E-02    -0.604720316979190E-02     0.217078568516976E-03
   -74.464011    18.374539     0.258866890784433E-02    -0.603001220881006E-02     0.176664024320307E-03
   -74.464011    18.384539     0.253847863077457E-02    -0.601329954337375E-02     0.133158813425063E-03
   -74.464011    18.394539     0.248547880393451E-02    -0.599712562858417E-02     0.866285525008442E-04
   -74.464011    18.404539     0.242976378588858E-02    -0.598154853247417E-02     0.371443728989173E-04
   -74.464011    18.414539     0.237143230788798E-02    -0.596662378194544E-02    -0.152172048902026E-04
   -74.464011    18.424539     0.231058728511415E-02    -0.595240421581581E-02    -0.703744012121787E-04
   -74.464011    18.434539     0.224733559293434E-02    -0.593893984691196E-02    -0.128240345830440E-03
   -74.464011    18.444539     0.218178790132994E-02    -0.592627772797954E-02    -0.188723189861874E-03
   -74.464011    18.454539     0.211405896527208E-02    -0.591446179437611E-02    -0.251725752478363E-03
   -74.464011    18.464539     0.204426422796376E-02    -0.590353297244207E-02    -0.317148961013065E-03
   -74.464011    18.474539     0.197252640780722E-02    -0.589352859962806E-02    -0.384885032044000E-03
   -74.464011    18.484539     0.189896732858061E-02    -0.588448288565283E-02    -0.454825825680520E-03
   -74.464011    18.494539     0.182371373407682E-02    -0.587642640604630E-02    -0.526856828341699E-03
   -74.464011    18.504539     0.174689320146798E-02    -0.586938629802516E-02    -0.600861317742081E-03
   -74.464011    18.514539     0.166863584772338E-02    -0.586338606209721E-02    -0.676718577115500E-03
   -74.464011    18.524539     0.158907339008762E-02    -0.585844555948126E-02    -0.754304833704886E-03
   -74.464011    18.534539     0.150833900245751E-02    -0.585458096479262E-02    -0.833493383459538E-03
   -74.464011    18.544539     0.142656702569063E-02    -0.585180474023667E-02    -0.914154870404044E-03
   -74.464011    18.554539     0.134389265000753E-02    -0.585012562302651E-02    -0.996157599203071E-03
   -74.464011    18.564539     0.126045164908227E-02    -0.584954862056512E-02    -0.107936779914378E-02
   -74.464011    18.574539     0.117638009862438E-02    -0.585007501798459E-02    -0.116364990856946E-02
   -74.464011    18.584539     0.109181408941098E-02    -0.585170239758642E-02    -0.124886686962359E-02
   -74.464011    18.594539     0.100688944627717E-02    -0.585442466894148E-02    -0.133488042129942E-02
   -74.464011    18.604539     0.921741455091828E-03    -0.585823210966420E-02    -0.142155138877385E-02
   -74.464011    18.614539     0.836504581178506E-03    -0.586311141774834E-02    -0.150873998592083E-02
   -74.464011    18.624539     0.751312205306627E-03    -0.586904577336692E-02    -0.159630610404014E-02
   -74.464011    18.634539     0.666296358693086E-03    -0.587601491127773E-02    -0.168410960581801E-02
   -74.464011    18.644539     0.581587462770609E-03    -0.588399520299319E-02    -0.177201061842667E-02
   -74.464011    18.654539     0.497314078875032E-03    -0.589295974825623E-02    -0.185986982042746E-02
   -74.464011    18.655239     0.491434533216088E-03    -0.589362336831119E-02    -0.186601481410839E-02
   -74.454011    18.184539     0.297538701590573E-02    -0.646317705320032E-02     0.390116194625606E-03
   -74.454011    18.194539     0.299051226475423E-02    -0.644900218762535E-02     0.410911389704095E-03
   -74.454011    18.204539     0.300192081634530E-02    -0.643397868795263E-02     0.428329341164246E-03
   -74.454011    18.214539     0.300961220248359E-02    -0.641818316671563E-02     0.442338935797337E-03
   -74.454011    18.224539     0.301357389429899E-02    -0.640169008341043E-02     0.452897860934818E-03
   -74.454011    18.234539     0.301381065739667E-02    -0.638457672308347E-02     0.459979968163281E-03
   -74.454011    18.244539     0.301033019973325E-02    -0.636692046597146E-02     0.463562013344670E-03
   -74.454011    18.254539     0.300314648217246E-02    -0.634879917041482E-02     0.463626814006532E-03
   -74.454011    18.264539     0.299227921273678E-02    -0.633029088206943E-02     0.460162859909005E-03
   -74.454011    18.274539     0.297775411806915E-02    -0.631147368017677E-02     0.453164645998439E-03
   -74.454011    18.284539     0.295960286270359E-02    -0.629242546260431E-02     0.442632677661866E-03
   -74.454011    18.294539     0.293786309099556E-02    -0.627322375385324E-02     0.428573589454267E-03
   -74.454011    18.304539     0.291257833624956E-02    -0.625394549183701E-02     0.411000139514754E-03
   -74.454011    18.314539     0.288379801602409E-02    -0.623466683284417E-02     0.389931282886424E-03
   -74.454011    18.324539     0.285157734553500E-02    -0.621546294556217E-02     0.365392167310130E-03
   -74.454011    18.334539     0.281597727140466E-02    -0.619640781316151E-02     0.337414146140053E-03
   -74.454011    18.344539     0.277706436678085E-02    -0.617757403345431E-02     0.306034753399128E-03
   -74.454011    18.354539     0.273491073549264E-02    -0.615903262640245E-02     0.271297684931662E-03
   -74.454011    18.364539     0.268959387639738E-02    -0.614085284123348E-02     0.233252739903992E-03
   -74.454011    18.374539     0.264119654861800E-02    -0.612310197037720E-02     0.191955760467115E-03
   -74.454011    18.384539     0.258980662134453E-02    -0.610584516886610E-02     0.147468553798088E-03
   -74.454011    18.394539     0.253551690287709E-02    -0.608914527784381E-02     0.998587917395684E-04
   -74.454011    18.404539     0.247842496282406E-02    -0.607306265619943E-02     0.491999003442872E-04
   -74.454011    18.414539     0.241863293783866E-02    -0.605765501861061E-02    -0.442906960559019E-05
   -74.454011    18.424539     0.235624732598824E-02    -0.604297728107613E-02    -0.609435864422124E-04
   -74.454011    18.434539     0.229137876761984E-02    -0.602908141553302E-02    -0.120253798593367E-03
   -74.454011    18.444539     0.222414185722875E-02    -0.601601630991928E-02    -0.182264666738964E-03
   -74.454011    18.454539     0.215465374068006E-02    -0.600382772208747E-02    -0.246877348154930E-03
   -74.454011    18.464539     0.208303864939953E-02    -0.599255782766580E-02    -0.313984481666790E-03
   -74.454011    18.474539     0.200941947159935E-02    -0.598224568372107E-02    -0.383478801889079E-03
   -74.454011    18.484539     0.193392465062552E-02    -0.597292663128910E-02    -0.455246001890124E-03
   -74.454011    18.494539     0.185668390396664E-02    -0.596463248969845E-02    -0.529169091912740E-03
   -74.454011    18.504539     0.177783028485799E-02    -0.595739131836191E-02    -0.605126242486779E-03
   -74.454011    18.514539     0.169749859653614E-02    -0.595122744490762E-02    -0.682992381426910E-03
   -74.454011    18.524539     0.161582539767762E-02    -0.594616139325959E-02    -0.762639159626218E-03
   -74.454011    18.534539     0.153294872455608E-02    -0.594220984330691E-02    -0.843935212766683E-03
   -74.454011    18.544539     0.144900782897669E-02    -0.593938560124355E-02    -0.926746411520733E-03
   -74.454011    18.554539     0.136414282478042E-02    -0.593769758816522E-02    -0.101093621048567E-02
   -74.454011    18.564539     0.127849443974241E-02    -0.593715083337244E-02    -0.109636589360656E-02
   -74.454011    18.574539     0.119220369166768E-02    -0.593774648488399E-02    -0.118289490228592E-02
   -74.454011    18.584539     0.110541160186470E-02    -0.593948182933894E-02    -0.127038112987088E-02
   -74.454011    18.594539     0.101825889710910E-02    -0.594235032453657E-02    -0.135868123270553E-02
   -74.454011    18.604539     0.930885723696089E-03    -0.594634164290480E-02    -0.144765093346583E-02
   -74.454011    18.614539     0.843431354320599E-03    -0.595144172694026E-02    -0.153714533645551E-02
   -74.454011    18.624539     0.756033910758592E-03    -0.595763285491696E-02    -0.162701923120819E-02
   -74.454011    18.634539     0.668830083315259E-03    -0.596489371785728E-02    -0.171712740382765E-02
   -74.454011    18.644539     0.581954865249689E-03    -0.597319950611423E-02    -0.180732493719600E-02
   -74.454011    18.654539     0.495541285936762E-03    -0.598252200647689E-02    -0.189746751665400E-02
   -74.454011    18.655239     0.489513018447373E-03    -0.598321186249953E-02    -0.190377172655244E-02
   -74.444011    18.184539     0.303221457135066E-02    -0.656885348314322E-02     0.404673178093370E-03
   -74.444011    18.194539     0.304820738407491E-02    -0.655428768671704E-02     0.426492309388093E-03
   -74.444011    18.204539     0.306037703277624E-02    -0.653883934914341E-02     0.444841293118876E-03
   -74.444011    18.214539     0.306870617861128E-02    -0.652258499366410E-02     0.459672181145634E-03
   -74.444011    18.224539     0.307319587393718E-02    -0.650560438953974E-02     0.470954118121284E-03
   -74.444011    18.234539     0.307384636795103E-02    -0.648797696068423E-02     0.478655583677334E-03
   -74.444011    18.244539     0.307066434114231E-02    -0.646978285216850E-02     0.482751200274916E-03
   -74.444011    18.254539     0.306366337440195E-02    -0.645110280225357E-02     0.483222253500521E-03
   -74.444011    18.264539     0.305286311801032E-02    -0.643201778452478E-02     0.480056004200405E-03
   -74.444011    18.274539     0.303828948367492E-02    -0.641260883022699E-02     0.473245951584119E-03
   -74.444011    18.284539     0.301997460722696E-02    -0.639295681088744E-02     0.462791882871981E-03
   -74.444011    18.294539     0.299795683179766E-02    -0.637314222600320E-02     0.448699941396377E-03
   -74.444011    18.304539     0.297228065010805E-02    -0.635324498580602E-02     0.430982655785637E-03
   -74.444011    18.314539     0.294299669387598E-02    -0.633334420512199E-02     0.409659011827183E-03
   -74.444011    18.324539     0.291016164913336E-02    -0.631351798814348E-02     0.384754453875974E-03
   -74.444011    18.334539     0.287383817661673E-02    -0.629384321833294E-02     0.356300889283550E-03
   -74.444011    18.344539     0.283409481831013E-02    -0.627439535149332E-02     0.324336677712803E-03
   -74.444011    18.354539     0.279100588321510E-02    -0.625524821072540E-02     0.288906598924935E-03
   -74.444011    18.364539     0.274465131780673E-02    -0.623647378576137E-02     0.250061803502184E-03
   -74.444011    18.374539     0.269511656329655E-02    -0.621814203710071E-02     0.207859748456261E-03
   -74.444011    18.384539     0.264249239499152E-02    -0.620032070538793E-02     0.162364112836343E-03
   -74.444011    18.394539     0.258687474748397E-02    -0.618307512650801E-02     0.113644696880770E-03
   -74.444011    18.404539     0.252836452854214E-02    -0.616646805449187E-02     0.617773067453919E-04
   -74.444011    18.414539     0.246706741235145E-02    -0.615055949117442E-02     0.684361588168666E-05
   -74.444011    18.424539     0.240309363608352E-02    -0.613540652366987E-02    -0.510689733844260E-04
   -74.444011    18.434539     0.233655775009316E-02    -0.612106317231168E-02    -0.111867518831516E-03
   -74.444011    18.444539     0.226757842825808E-02    -0.610758024353060E-02    -0.175453669154162E-03
   -74.444011    18.454539     0.219627904530545E-02    -0.609500513788642E-02    -0.241723009849114E-03
   -74.444011    18.464539     0.212278278860696E-02    -0.608338204978128E-02    -0.310570031305555E-03
   -74.444011    18.474539     0.204722182144074E-02    -0.607275119519982E-02    -0.381878656639184E-03
   -74.444011    18.484539     0.196972814655979E-02    -0.606314932941993E-02    -0.455531585208185E-03
   -74.444011    18.494539     0.189043605905012E-02    -0.605460946533088E-02    -0.531407727082238E-03
   -74.444011    18.504539     0.180948365630619E-02    -0.604716066959733E-02    -0.609380611532743E-03
   -74.444011    18.514539     0.172701051237966E-02    -0.604082813819751E-02    -0.689320742899339E-03
   -74.444011    18.524539     0.164315824220001E-02    -0.603563308240264E-02    -0.771094990761047E-03
   -74.444011    18.534539     0.155806996748735E-02    -0.603159270370235E-02    -0.854567113993592E-03
   -74.444011    18.544539     0.147189003587952E-02    -0.602872016335159E-02    -0.939598029461120E-03
   -74.444011    18.554539     0.138476371834708E-02    -0.602702456626453E-02    -0.102604610815873E-02
   -74.444011    18.564539     0.129683689469756E-02    -0.602651095806557E-02    -0.111376748852866E-02
   -74.444011    18.574539     0.120825573869516E-02    -0.602718033516289E-02    -0.120261639536999E-02
   -74.444011    18.584539     0.111916640909613E-02    -0.602902966674471E-02    -0.129244545760175E-02
   -74.444011    18.594539     0.102971474001046E-02    -0.603205192944930E-02    -0.138310603176926E-02
   -74.444011    18.604539     0.940045940452543E-03    -0.603623615377565E-02    -0.147444852105772E-02
   -74.444011    18.614539     0.850304288978697E-03    -0.604156748288283E-02    -0.156632270417443E-02
   -74.444011    18.624539     0.760632841063484E-03    -0.604802724258985E-02    -0.165857805597246E-02
   -74.444011    18.634539     0.671173139133444E-03    -0.605559302261464E-02    -0.175106406991241E-02
   -74.444011    18.644539     0.582064930403074E-03    -0.606423876870259E-02    -0.184363057707796E-02
   -74.444011    18.654539     0.493445891274172E-03    -0.607393488502583E-02    -0.193612806273616E-02
   -74.444011    18.655239     0.487264390394426E-03    -0.607465211629913E-02    -0.194259645612523E-02
   -74.434011    18.184539     0.309038399608860E-02    -0.667690640939798E-02     0.419621432329410E-03
   -74.434011    18.194539     0.310728617177025E-02    -0.666193852075346E-02     0.442510763468867E-03
   -74.434011    18.204539     0.312024853500631E-02    -0.664605144476436E-02     0.461827957100568E-03
   -74.434011    18.214539     0.312925503276104E-02    -0.662932493788152E-02     0.477525057608434E-03
   -74.434011    18.224539     0.313430496880277E-02    -0.661184149997551E-02     0.489568368812565E-03
