      lon.         lat.     shear_stress(bar)   normal_stress(bar)   coulomb_stress(bar)
   -74.064011    18.614539     0.512918091081429E-02    -0.992981740098347E-02     0.115725395042090E-02
   -74.064011    18.624539     0.508601780525621E-02    -0.984671992252807E-02     0.114732983624498E-02
   -74.064011    18.634539     0.504420286418493E-02    -0.976690806190857E-02     0.113743963942150E-02
   -74.064011    18.644539     0.500382635126152E-02    -0.969048217742777E-02     0.112763348029041E-02
   -74.064011    18.654539     0.496496892448583E-02    -0.961752373586149E-02     0.111795943014123E-02
   -74.064011    18.655239     0.496230768691595E-02    -0.961254823384503E-02     0.111728839337793E-02
   -74.054011    18.184539     0.615733276838395E-02    -0.131731164285713E-01     0.888086196955433E-03
   -74.054011    18.194539     0.620754332918437E-02    -0.132152314784764E-01     0.921450737793816E-03
   -74.054011    18.204539     0.625282899322317E-02    -0.132483074862636E-01     0.953505998717710E-03
   -74.054011    18.214539     0.629320031679971E-02    -0.132724535630631E-01     0.984218891574454E-03
   -74.054011    18.224539     0.632868000740677E-02    -0.132878009788692E-01     0.101355961585909E-02
   -74.054011    18.234539     0.635930295774878E-02    -0.132945028486585E-01     0.104150181828537E-02
   -74.054011    18.244539     0.638511627976867E-02    -0.132927338261720E-01     0.106802274929988E-02
   -74.054011    18.254539     0.640617870729339E-02    -0.132826893915963E-01     0.109310295065487E-02
   -74.054011    18.264539     0.642256206300231E-02    -0.132645858920415E-01     0.111672770618573E-02
   -74.054011    18.274539     0.643434884648886E-02    -0.132386596636834E-01     0.113888498101551E-02
   -74.054011    18.284539     0.644163324066604E-02    -0.132051648458007E-01     0.115956730234577E-02
   -74.054011    18.294539     0.644452097257738E-02    -0.131643747871912E-01     0.117877105770088E-02
   -74.054011    18.304539     0.644312852889109E-02    -0.131165798004211E-01     0.119649660872266E-02
   -74.054011    18.314539     0.643758285533842E-02    -0.130620862923905E-01     0.121274833838223E-02
   -74.054011    18.324539     0.642802091597628E-02    -0.130012157094774E-01     0.122753463218533E-02
   -74.054011    18.334539     0.641458920546819E-02    -0.129343033341598E-01     0.124086787180428E-02
   -74.054011    18.344539     0.639744317924055E-02    -0.128616969859734E-01     0.125276438485118E-02
   -74.054011    18.354539     0.637674667554504E-02    -0.127837557088011E-01     0.126324439202460E-02
   -74.054011    18.364539     0.635267127883950E-02    -0.127008483717443E-01     0.127233193014178E-02
   -74.054011    18.374539     0.632539564404724E-02    -0.126133522151792E-01     0.128005475797554E-02
   -74.054011    18.384539     0.629510478984827E-02    -0.125216513646441E-01     0.128644424399065E-02
   -74.054011    18.394539     0.626198936498530E-02    -0.124261353159185E-01     0.129153523861790E-02
   -74.054011    18.404539     0.622624488277983E-02    -0.123271973845064E-01     0.129536592897728E-02
   -74.054011    18.414539     0.618807093432312E-02    -0.122252331431128E-01     0.129797767707799E-02
   -74.054011    18.424539     0.614767038697361E-02    -0.121206388508365E-01     0.129941484663903E-02
   -74.054011    18.434539     0.610524856690415E-02    -0.120138098904177E-01     0.129972461073707E-02
   -74.054011    18.444539     0.606101243874378E-02    -0.119051392138307E-01     0.129895675321150E-02
   -74.054011    18.454539     0.601516974685739E-02    -0.117950157674082E-01     0.129716343989411E-02
   -74.054011    18.464539     0.596792827035928E-02    -0.116838230694521E-01     0.129439904257845E-02
   -74.054011    18.474539     0.591949497404455E-02    -0.115719377066012E-01     0.129071989140407E-02
   -74.054011    18.484539     0.587007483096654E-02    -0.114597276403673E-01     0.128618377481963E-02
   -74.054011    18.494539     0.581987091351653E-02    -0.113475514857425E-01     0.128085031921953E-02
   -74.054011    18.504539     0.576908270371959E-02    -0.112357565368642E-01     0.127478008897391E-02
   -74.054011    18.514539     0.571790580554985E-02    -0.111246778695847E-01     0.126803465771596E-02
   -74.054011    18.524539     0.566653111295835E-02    -0.110146370844965E-01     0.126067627915976E-02
   -74.054011    18.534539     0.561514414425347E-02    -0.109059412586284E-01     0.125276764080209E-02
   -74.054011    18.544539     0.556392437018653E-02    -0.107988819271507E-01     0.124437159932625E-02
   -74.054011    18.554539     0.551304460368811E-02    -0.106937341841359E-01     0.123555093003376E-02
   -74.054011    18.564539     0.546267043353807E-02    -0.105907558815732E-01     0.122636808090880E-02
   -74.054011    18.574539     0.541295969164849E-02    -0.104901869134024E-01     0.121688492628753E-02
   -74.054011    18.584539     0.536406197354541E-02    -0.103922486090637E-01     0.120716252991994E-02
   -74.054011    18.594539     0.531611820915387E-02    -0.102971432288846E-01     0.119726091760002E-02
   -74.054011    18.604539     0.526926028173379E-02    -0.102050535624204E-01     0.118723885676563E-02
   -74.054011    18.614539     0.522361070142054E-02    -0.101161426327784E-01     0.117715364830918E-02
   -74.054011    18.624539     0.517928232983574E-02    -0.100305535037570E-01     0.116706092833292E-02
   -74.054011    18.634539     0.513637815920405E-02    -0.994840919009656E-02     0.115701448316542E-02
   -74.054011    18.644539     0.509499114456917E-02    -0.986981266903441E-02     0.114706607695541E-02
   -74.054011    18.654539     0.505520408859333E-02    -0.979484698912124E-02     0.113726529294483E-02
   -74.054011    18.655239     0.505248085032450E-02    -0.978973712040192E-02     0.113658600216373E-02
   -74.044011    18.184539     0.628141620252807E-02    -0.134584829184834E-01     0.898023035134705E-03
   -74.044011    18.194539     0.633375943974183E-02    -0.135033234569237E-01     0.932430056972336E-03
   -74.044011    18.204539     0.638098985891938E-02    -0.135387454065129E-01     0.965491696314218E-03
   -74.044011    18.214539     0.642311647715828E-02    -0.135648585982451E-01     0.997173037860244E-03
   -74.044011    18.224539     0.646016111853459E-02    -0.135817962884515E-01     0.102744260315398E-02
   -74.044011    18.234539     0.649215844626507E-02    -0.135897148883654E-01     0.105627249091890E-02
   -74.044011    18.244539     0.651915598553817E-02    -0.135887936651576E-01     0.108363851947514E-02
   -74.044011    18.254539     0.654121409497979E-02    -0.135792341511263E-01     0.110952043452926E-02
   -74.044011    18.264539     0.655840527092977E-02    -0.135612594372958E-01     0.113390149601147E-02
   -74.044011    18.274539     0.657081514567950E-02    -0.135351137555893E-01     0.115676964344376E-02
   -74.044011    18.284539     0.657854120459914E-02    -0.135010617405543E-01     0.117811650837741E-02
   -74.044011    18.294539     0.658169278792323E-02    -0.134593871081937E-01     0.119793794464576E-02
   -74.044011    18.304539     0.658039078048003E-02    -0.134103918855141E-01     0.121623402627438E-02
   -74.044011    18.314539     0.657476717749049E-02    -0.133543953854243E-01     0.123300902332079E-02
   -74.044011    18.324539     0.656496457911720E-02    -0.132917329166289E-01     0.124827141246562E-02
   -74.044011    18.334539     0.655113567987120E-02    -0.132227545435771E-01     0.126203386244034E-02
   -74.044011    18.344539     0.653344268481684E-02    -0.131478237462703E-01     0.127431318630871E-02
   -74.044011    18.354539     0.651205667680962E-02    -0.130673159899552E-01     0.128513028082755E-02
   -74.044011    18.364539     0.648715695641529E-02    -0.129816172628364E-01     0.129451005128072E-02
   -74.044011    18.374539     0.645893032100069E-02    -0.128911225285631E-01     0.130248130957543E-02
   -74.044011    18.384539     0.642757031988971E-02    -0.127962341545802E-01     0.130907665805764E-02
   -74.044011    18.394539     0.639327647087440E-02    -0.126973602939536E-01     0.131433235329294E-02
   -74.044011    18.404539     0.635625344966301E-02    -0.125949132403076E-01     0.131828815353997E-02
   -74.044011    18.414539     0.631671025524287E-02    -0.124893077673488E-01     0.132098714830334E-02
   -74.044011    18.424539     0.627485935588598E-02    -0.123809594581388E-01     0.132247557263047E-02
   -74.044011    18.434539     0.623091581998924E-02    -0.122702830322961E-01     0.132280260707082E-02
   -74.044011    18.444539     0.618509644053849E-02    -0.121576906950720E-01     0.132202016250969E-02
   -74.044011    18.454539     0.613761885364196E-02    -0.120435905094459E-01     0.132018264986359E-02
   -74.044011    18.464539     0.608870064797414E-02    -0.119283847603378E-01     0.131734674383901E-02
   -74.044011    18.474539     0.603855851369348E-02    -0.118124683745666E-01     0.131357116386683E-02
   -74.044011    18.484539     0.598740750614738E-02    -0.116962276303639E-01     0.130891645400183E-02
   -74.044011    18.494539     0.593545974651878E-02    -0.115800382170304E-01     0.130344445970663E-02
   -74.044011    18.504539     0.588292417018359E-02    -0.114642643179525E-01     0.129721844300260E-02
   -74.044011    18.514539     0.583000540014393E-02    -0.113492570680502E-01     0.129030257292386E-02
   -74.044011    18.524539     0.577690307262961E-02    -0.112353533667677E-01     0.128276172592253E-02
   -74.044011    18.534539     0.572381108162240E-02    -0.111228747186295E-01     0.127466119417061E-02
   -74.044011    18.544539     0.567091688612984E-02    -0.110121261684136E-01     0.126606641876440E-02
   -74.044011    18.554539     0.561840087842030E-02    -0.109033953677260E-01     0.125704273132988E-02
   -74.044011    18.564539     0.556643576145711E-02    -0.107969517001577E-01     0.124765508139404E-02
   -74.044011    18.574539     0.551518600090925E-02    -0.106930455421486E-01     0.123796778404981E-02
   -74.044011    18.584539     0.546480731896446E-02    -0.105919076223003E-01     0.122804427004432E-02
   -74.044011    18.594539     0.541544623898803E-02    -0.104937484885285E-01     0.121794684357665E-02
   -74.044011    18.604539     0.536723969017811E-02    -0.103987580933376E-01     0.120773645284305E-02
   -74.044011    18.614539     0.532031466579189E-02    -0.103071054877269E-01     0.119747247070111E-02
   -74.044011    18.624539     0.527478793772107E-02    -0.102189386264685E-01     0.118721248713368E-02
   -74.044011    18.634539     0.523076582875928E-02    -0.101343842834521E-01     0.117701211537844E-02
   -74.044011    18.644539     0.518834404214156E-02    -0.100535480753550E-01     0.116692481199957E-02
   -74.044011    18.654539     0.514760754806331E-02    -0.997651459028031E-02     0.115700171195119E-02
   -74.044011    18.655239     0.514482108945322E-02    -0.997126643056037E-02     0.115631451722908E-02
   -74.034011    18.184539     0.640874052677246E-02    -0.137519288038200E-01     0.907969005244460E-03
   -74.034011    18.194539     0.646332244053469E-02    -0.137996695095633E-01     0.943454636709361E-03
   -74.034011    18.204539     0.651259532893187E-02    -0.138375939322796E-01     0.977557756020035E-03
   -74.034011    18.214539     0.655656647540252E-02    -0.138658123819442E-01     0.101024152262483E-02
   -74.034011    18.224539     0.659525665572543E-02    -0.138844599764161E-01     0.104147266515899E-02
   -74.034011    18.234539     0.662870019511842E-02    -0.138936963544352E-01     0.107122165334435E-02
   -74.034011    18.244539     0.665694499303275E-02    -0.138937053180454E-01     0.109946286581461E-02
   -74.034011    18.254539     0.668005247444073E-02    -0.138846944223134E-01     0.112617470551538E-02
   -74.034011    18.264539     0.669809698009555E-02    -0.138668941029934E-01     0.115133933889821E-02
   -74.034011    18.274539     0.671116660202991E-02    -0.138405570342762E-01     0.117494378831941E-02
   -74.034011    18.284539     0.671936210896284E-02    -0.138059578935489E-01     0.119697895154329E-02
   -74.034011    18.294539     0.672279672742335E-02    -0.137633914329663E-01     0.121744015423685E-02
   -74.034011    18.304539     0.672159596346814E-02    -0.137131720767681E-01     0.123632713276088E-02
   -74.034011    18.314539     0.671589705582357E-02    -0.136556325583842E-01     0.125364403246989E-02
   -74.034011    18.324539     0.670584850727094E-02    -0.135911227153512E-01     0.126939942113048E-02
   -74.034011    18.334539     0.669160951744942E-02    -0.135200081435441E-01     0.128360626003179E-02
   -74.034011    18.344539     0.667334936572768E-02    -0.134426687587123E-01     0.129628186224275E-02
   -74.034011    18.354539     0.665124675824191E-02    -0.133594973169966E-01     0.130744783144325E-02
   -74.034011    18.364539     0.662548910874495E-02    -0.132708978274033E-01     0.131712997778363E-02
   -74.034011    18.374539     0.659627179161533E-02    -0.131772839380114E-01     0.132535821641076E-02
   -74.034011    18.384539     0.656379734221560E-02    -0.130790772504255E-01     0.133216644204541E-02
   -74.034011    18.394539     0.652827462977304E-02    -0.129767056069833E-01     0.133759238697972E-02
   -74.034011    18.404539     0.648991799366554E-02    -0.128706013382045E-01     0.134167745838372E-02
   -74.034011    18.414539     0.644894635823941E-02    -0.127611994964598E-01     0.134446655965548E-02
   -74.034011    18.424539     0.640558232496660E-02    -0.126489360791851E-01     0.134600789329257E-02
   -74.034011    18.434539     0.636005124686579E-02    -0.125342462466951E-01     0.134635274818773E-02
   -74.034011    18.444539     0.631258030743891E-02    -0.124175625753555E-01     0.134555527729672E-02
   -74.034011    18.454539     0.626339760065719E-02    -0.122993133195345E-01     0.134367227284339E-02
   -74.034011    18.464539     0.621273107342464E-02    -0.121799205296194E-01     0.134076286157687E-02
   -74.034011    18.474539     0.616080766099904E-02    -0.120597987438498E-01     0.133688816345913E-02
   -74.034011    18.484539     0.610785268715779E-02    -0.119393531099894E-01     0.133211144316204E-02
   -74.034011    18.494539     0.605408836991329E-02    -0.118189777949605E-01     0.132649725192911E-02
   -74.034011    18.504539     0.599973343874197E-02    -0.116990547362794E-01     0.132011154423023E-02
   -74.034011    18.514539     0.594500198416455E-02    -0.115799519790164E-01     0.131302119255798E-02
   -74.034011    18.524539     0.589010285818498E-02    -0.114620225755911E-01     0.130529382794853E-02
   -74.034011    18.534539     0.583523875447477E-02    -0.113456032259629E-01     0.129699746408963E-02
   -74.034011    18.544539     0.578060554407599E-02    -0.112310132233257E-01     0.128820025474572E-02
   -74.034011    18.554539     0.572639156745110E-02    -0.111185534234645E-01     0.127897019806530E-02
   -74.034011    18.564539     0.567277699583644E-02    -0.110085053396225E-01     0.126937485998743E-02
   -74.034011    18.574539     0.561993324095120E-02    -0.109011303487895E-01     0.125948110143540E-02
   -74.034011    18.584539     0.556802242985092E-02    -0.107966690272265E-01     0.124935481896033E-02
   -74.034011    18.594539     0.551719692341584E-02    -0.106953405875040E-01     0.123906068841423E-02
   -74.034011    18.604539     0.546759890292400E-02    -0.105973424481498E-01     0.122866192366406E-02
   -74.034011    18.614539     0.541936001204894E-02    -0.105028499161208E-01     0.121822004560062E-02
   -74.034011    18.624539     0.537260106299340E-02    -0.104120159932656E-01     0.120779466568715E-02
   -74.034011    18.634539     0.532743180145029E-02    -0.103249712971070E-01     0.119744328260750E-02
   -74.034011    18.644539     0.528395073407188E-02    -0.102418240984397E-01     0.118722109469602E-02
   -74.034011    18.654539     0.524224501667870E-02    -0.101626604714599E-01     0.117718082809474E-02
   -74.034011    18.655239     0.523939412936477E-02    -0.101572699902295E-01     0.117648613327296E-02
   -74.024011    18.184539     0.653940591376524E-02    -0.140537257088175E-01     0.917915630238235E-03
   -74.024011    18.194539     0.659633850084851E-02    -0.141045530312654E-01     0.954517288342360E-03
   -74.024011    18.204539     0.664775716131545E-02    -0.141451472669611E-01     0.989698254531018E-03
   -74.024011    18.214539     0.669366723009616E-02    -0.141756189563540E-01     0.102341964755455E-02
   -74.024011    18.224539     0.673408826519261E-02    -0.141961048840494E-01     0.105564631157286E-02
   -74.024011    18.234539     0.676905412142700E-02    -0.142067678401664E-01     0.108634698536043E-02
   -74.024011    18.244539     0.679861296682253E-02    -0.142077962110033E-01     0.111549448242121E-02
   -74.024011    18.254539     0.682282715559943E-02    -0.141994035305442E-01     0.114306574338176E-02
   -74.024011    18.264539     0.684177321344909E-02    -0.141818278353581E-01     0.116904207930585E-02
   -74.024011    18.274539     0.685554147889520E-02    -0.141553307596295E-01     0.119340917504339E-02
   -74.024011    18.284539     0.686423606024975E-02    -0.141201969583035E-01     0.121615727692836E-02
   -74.024011    18.294539     0.686797431894324E-02    -0.140767329967073E-01     0.123728112026031E-02
   -74.024011    18.304539     0.686688651540845E-02    -0.140252660556751E-01     0.125678009313839E-02
   -74.024011    18.314539     0.686111539014895E-02    -0.139661429710026E-01     0.127465820174792E-02
   -74.024011    18.324539     0.685081562357365E-02    -0.138997288162561E-01     0.129092409707123E-02
   -74.024011    18.334539     0.683615322281961E-02    -0.138264054701252E-01     0.130559103476953E-02
   -74.024011    18.344539     0.681730490239835E-02    -0.137465701367384E-01     0.131867684770300E-02
   -74.024011    18.354539     0.679445737805079E-02    -0.136606337603586E-01     0.133020387390736E-02
   -74.024011    18.364539     0.676780660577808E-02    -0.135690193370076E-01     0.134019887097503E-02
   -74.024011    18.374539     0.673755699255532E-02    -0.134721602100549E-01     0.134869290853337E-02
   -74.024011    18.384539     0.670392054641991E-02    -0.133704982740366E-01     0.135572123680526E-02
   -74.024011    18.394539     0.666711599885783E-02    -0.132644821570373E-01     0.136132313604292E-02
   -74.024011    18.404539     0.662736788594084E-02    -0.131545653490179E-01     0.136554174633366E-02
   -74.024011    18.414539     0.658490560880138E-02    -0.130412043312426E-01     0.136842387630434E-02
   -74.024011    18.424539     0.653996246602708E-02    -0.129248566763445E-01     0.137001979548926E-02
   -74.024011    18.434539     0.649277467125346E-02    -0.128059791554085E-01     0.137038300909007E-02
   -74.024011    18.444539     0.644358036319136E-02    -0.126850258526716E-01     0.136957002212273E-02
   -74.024011    18.454539     0.639261863720971E-02    -0.125624463653529E-01     0.136764009106855E-02
   -74.024011    18.464539     0.634012831370456E-02    -0.124386837392243E-01     0.136465481801484E-02
   -74.024011    18.474539     0.628634771974486E-02    -0.123141732631696E-01     0.136067841447700E-02
   -74.024011    18.484539     0.623151233724808E-02    -0.121893399008173E-01     0.135577637692115E-02
   -74.024011    18.494539     0.617585527373008E-02    -0.120645974378277E-01     0.135001629859899E-02
   -74.024011    18.504539     0.611960552442104E-02    -0.119403464831632E-01     0.134346693115576E-02
   -74.024011    18.514539     0.606298726067678E-02    -0.118169730396986E-01     0.133619804479734E-02
   -74.024011    18.524539     0.600621896609887E-02    -0.116948471343103E-01     0.132828011237475E-02
   -74.024011    18.534539     0.594951263700968E-02    -0.115743215360547E-01     0.131978402258779E-02
   -74.024011    18.544539     0.589307297672033E-02    -0.114557305403454E-01     0.131078076058216E-02
   -74.024011    18.554539     0.583709667860934E-02    -0.113393889088846E-01     0.130134111505550E-02
   -74.024011    18.564539     0.578177174648465E-02    -0.112255909053415E-01     0.129153538434804E-02
   -74.024011    18.574539     0.572727687251616E-02    -0.111146094619573E-01     0.128143308773325E-02
   -74.024011    18.584539     0.567378087991266E-02    -0.110066954724881E-01     0.127110269091743E-02
   -74.024011    18.594539     0.562144221988300E-02    -0.109020772078360E-01     0.126061133674860E-02
   -74.024011    18.604539     0.557040853934602E-02    -0.108009598671860E-01     0.125002459247163E-02
   -74.024011    18.614539     0.552081630648365E-02    -0.107035252509676E-01     0.123940620609660E-02
   -74.024011    18.624539     0.547279050592517E-02    -0.106099315656871E-01     0.122881787965031E-02
   -74.024011    18.634539     0.542644439836914E-02    -0.105203133539845E-01     0.121831905677534E-02
   -74.024011    18.644539     0.538187934606685E-02    -0.104347815478577E-01     0.120796672692375E-02
   -74.024011    18.654539     0.533918470340785E-02    -0.103534236420399E-01     0.119781524659187E-02
   -74.024011    18.655239     0.533626819510381E-02    -0.103478867015948E-01     0.119711351446588E-02
   -74.014011    18.184539     0.667351588623202E-02    -0.143641551570695E-01     0.927853823404198E-03
   -74.014011    18.194539     0.673291751971714E-02    -0.144182681612930E-01     0.965610255199927E-03
   -74.014011    18.204539     0.678659120171475E-02    -0.144617111627452E-01     0.100190673661668E-02
   -74.014011    18.214539     0.683454008416541E-02    -0.144945946304776E-01     0.103670223197439E-02
   -74.014011    18.224539     0.687678231861776E-02    -0.145170568248842E-01     0.106995958866410E-02
   -74.014011    18.234539     0.691335114224685E-02    -0.145292635582445E-01     0.110164571894905E-02
   -74.014011    18.244539     0.694429489049419E-02    -0.145314078216515E-01     0.113173176183359E-02
   -74.014011    18.254539     0.696967690761896E-02    -0.145237092187657E-01     0.116019322011270E-02
   -74.014011    18.264539     0.698957594541633E-02    -0.145064139739145E-01     0.118701035585052E-02
   -74.014011    18.274539     0.700408380083102E-02    -0.144797913151523E-01     0.121216727477011E-02
   -74.014011    18.284539     0.701330918364075E-02    -0.144441383881291E-01     0.123565382838911E-02
   -74.014011    18.294539     0.701737316526774E-02    -0.143997728276428E-01     0.125746403421060E-02
   -74.014011    18.304539     0.701641105197247E-02    -0.143470354609338E-01     0.127759686759896E-02
   -74.014011    18.314539     0.701057132365968E-02    -0.142862878433279E-01     0.129605618632852E-02
   -74.014011    18.324539     0.700001509938518E-02    -0.142179109770829E-01     0.131285070855202E-02
   -74.014011    18.334539     0.698491554591783E-02    -0.141423038625850E-01     0.132799400088383E-02
   -74.014011    18.344539     0.696545718057154E-02    -0.140598818770403E-01     0.134150442975540E-02
   -74.014011    18.354539     0.694183513937800E-02    -0.139710750990966E-01     0.135340509973936E-02
   -74.014011    18.364539     0.691425437559549E-02    -0.138763265415506E-01     0.136372375897526E-02
   -74.014011    18.374539     0.688292881208485E-02    -0.137760903145448E-01     0.137249268626693E-02
   -74.014011    18.384539     0.684808044559188E-02    -0.136708297293985E-01     0.137974855383248E-02
   -74.014011    18.394539     0.680993841202065E-02    -0.135610153609509E-01     0.138553226764030E-02
   -74.014011    18.404539     0.676873801238795E-02    -0.134471230622228E-01     0.138988878749884E-02
   -74.014011    18.414539     0.672471970950455E-02    -0.133296319608893E-01     0.139286692514884E-02
   -74.014011    18.424539     0.667812810035825E-02    -0.132090224406318E-01     0.139451912410552E-02
   -74.014011    18.434539     0.662921087281721E-02    -0.130857741257078E-01     0.139490122253407E-02
   -74.014011    18.444539     0.657821774636106E-02    -0.129603638736442E-01     0.139407219690337E-02
   -74.014011    18.454539     0.652539935308550E-02    -0.128332637443836E-01     0.139209385533207E-02
   -74.014011    18.464539     0.647100640063309E-02    -0.127049393049667E-01     0.138903067864641E-02
   -74.014011    18.474539     0.641528836573525E-02    -0.125758472918210E-01     0.138494944900685E-02
   -74.014011    18.484539     0.635849244719904E-02    -0.124464341664923E-01     0.137991878060213E-02
   -74.014011    18.494539     0.630086266904657E-02    -0.123171340824587E-01     0.137400903606311E-02
   -74.014011    18.504539     0.624263904526861E-02    -0.121883675405221E-01     0.136729202905976E-02
   -74.014011    18.514539     0.618405629056037E-02    -0.120605394395679E-01     0.135984051473323E-02
   -74.014011    18.524539     0.612534310496465E-02    -0.119340377923956E-01     0.135172798800639E-02
   -74.014011    18.534539     0.606672125030547E-02    -0.118092322937198E-01     0.134302833281754E-02
   -74.014011    18.544539     0.600840472791170E-02    -0.116864730633911E-01     0.133381550255525E-02
   -74.014011    18.554539     0.595059900748944E-02    -0.115660895048782E-01     0.132416320553818E-02
   -74.014011    18.564539     0.589350031146501E-02    -0.114483892940176E-01     0.131414459385798E-02
   -74.014011    18.574539     0.583729496047928E-02    -0.113336574977931E-01     0.130383196136205E-02
   -74.014011    18.584539     0.578215877866333E-02    -0.112221558224736E-01     0.129329644967389E-02
   -74.014011    18.594539     0.572825657496704E-02    -0.111141220128233E-01     0.128260776983773E-02
   -74.014011    18.604539     0.567574168202094E-02    -0.110097693749054E-01     0.127183393205879E-02
   -74.014011    18.614539     0.562475557164066E-02    -0.109092864466431E-01     0.126104099298343E-02
   -74.014011    18.624539     0.557542753538168E-02    -0.108128367991825E-01     0.125029281570870E-02
   -74.014011    18.634539     0.552787444061543E-02    -0.107205589783474E-01     0.123965084927647E-02
   -74.014011    18.644539     0.548220055353564E-02    -0.106325665749485E-01     0.122917392355625E-02
   -74.014011    18.654539     0.543849743342147E-02    -0.105489484246673E-01     0.121891806355456E-02
   -74.014011    18.655239     0.543551413337765E-02    -0.105432607794008E-01     0.121820982161732E-02
   -74.004011    18.184539     0.681117742364777E-02    -0.146835089102577E-01     0.937773859544679E-03
   -74.004011    18.194539     0.687317325484409E-02    -0.147411201856835E-01     0.976725180570680E-03
   -74.004011    18.204539     0.692921753594125E-02    -0.147876033648377E-01     0.101417619000619E-02
   -74.004011    18.214539     0.697931097937407E-02    -0.148230685098593E-01     0.105008357543036E-02
   -74.004011    18.224539     0.702347011888389E-02    -0.148476551167584E-01     0.108440807218052E-02
   -74.004011    18.234539     0.706172741375538E-02    -0.148615318889693E-01     0.111711465816765E-02
   -74.004011    18.244539     0.709413127190388E-02    -0.148648963410970E-01     0.114817273546508E-02
   -74.004011    18.254539     0.712074601026177E-02    -0.148579743526195E-01     0.117755626921396E-02
   -74.004011    18.264539     0.714165126970672E-02    -0.148410189227518E-01     0.120524370060601E-02
   -74.004011    18.274539     0.715694394440145E-02    -0.148143117639463E-01     0.123121923882292E-02
   -74.004011    18.284539     0.716673384952639E-02    -0.147781578480101E-01     0.125547071032233E-02
   -74.004011    18.294539     0.717114729164307E-02    -0.147328886170199E-01     0.127799184483511E-02
   -74.004011    18.304539     0.717032470177652E-02    -0.146788587771156E-01     0.129878119093029E-02
   -74.004011    18.314539     0.716442053688657E-02    -0.146164452860696E-01     0.131784242245873E-02
   -74.004011    18.324539     0.715360268302295E-02    -0.145460458826383E-01     0.133518432996762E-02
   -74.004011    18.334539     0.713805180185791E-02    -0.144680775326877E-01     0.135082078878283E-02
   -74.004011    18.344539     0.711796061097275E-02    -0.143829747207078E-01     0.136477072268963E-02
   -74.004011    18.354539     0.709353310857147E-02    -0.142911876860684E-01     0.137705803414411E-02
   -74.004011    18.364539     0.706498371735406E-02    -0.141931805253287E-01     0.138771150722257E-02
   -74.004011    18.374539     0.703253639330871E-02    -0.140894292612345E-01     0.139676468881490E-02
   -74.004011    18.384539     0.699642367026515E-02    -0.139804198183840E-01     0.140425574291155E-02
   -74.004011    18.394539     0.695688566660187E-02    -0.138666459564369E-01     0.141022728402712E-02
   -74.004011    18.404539     0.691416904845614E-02    -0.137486071596474E-01     0.141472618459717E-02
   -74.004011    18.414539     0.686852596559038E-02    -0.136268065055643E-01     0.141780336336467E-02
   -74.004011    18.424539     0.682021295381751E-02    -0.135017485090202E-01     0.141951355020943E-02
   -74.004011    18.434539     0.676948982475264E-02    -0.133739369721896E-01     0.141991503587678E-02
   -74.004011    18.444539     0.671661853777312E-02    -0.132438728450575E-01     0.141906939975013E-02
   -74.004011    18.454539     0.666186211754920E-02    -0.131120521689780E-01     0.141704124995801E-02
   -74.004011    18.464539     0.660548325917274E-02    -0.129789637558219E-01     0.141389775684400E-02
   -74.004011    18.474539     0.654774397034992E-02    -0.128450877528660E-01     0.140970886920350E-02
   -74.004011    18.484539     0.648890298454641E-02    -0.127108926708694E-01     0.140454591619866E-02
   -74.004011    18.494539     0.642921668508181E-02    -0.125768348828786E-01     0.139848273193036E-02
   -74.004011    18.504539     0.636893626226309E-02    -0.124433555311023E-01     0.139159404982217E-02
   -74.004011    18.514539     0.630830764787514E-02    -0.123108795716790E-01     0.138395581920352E-02
   -74.004011    18.524539     0.624757030357171E-02    -0.121798140098009E-01     0.137564469965133E-02
   -74.004011    18.534539     0.618695628145044E-02    -0.120505464106853E-01     0.136673771717633E-02
   -74.004011    18.544539     0.612668936528217E-02    -0.119234435803002E-01     0.135731193316209E-02
   -74.004011    18.554539     0.606698424680968E-02    -0.117988503469345E-01     0.134744410803587E-02
   -74.004011    18.564539     0.600804577815241E-02    -0.116770885001890E-01     0.133721037807680E-02
   -74.004011    18.574539     0.595006826852425E-02    -0.115584558473545E-01     0.132668592958243E-02
   -74.004011    18.584539     0.589323486981857E-02    -0.114432254359451E-01     0.131594469544051E-02
   -74.004011    18.594539     0.583771702264389E-02    -0.113316449139346E-01     0.130505905707005E-02
   -74.004011    18.604539     0.578367397648284E-02    -0.112239360369059E-01     0.129409956172047E-02
   -74.004011    18.614539     0.573125238915520E-02    -0.111202943299636E-01     0.128313465716977E-02
   -74.004011    18.624539     0.568058599661270E-02    -0.110208888908013E-01     0.127223044029216E-02
   -74.004011    18.634539     0.563179536270654E-02    -0.109258623413779E-01     0.126145042615538E-02
   -74.004011    18.644539     0.558498770176449E-02    -0.108353309189007E-01     0.125085533420419E-02
   -74.004011    18.654539     0.554025677772783E-02    -0.107493847057443E-01     0.124050289543010E-02
   -74.004011    18.655239     0.553720554234779E-02    -0.107435420014992E-01     0.123978874174810E-02
   -73.994011    18.184539     0.695250106450152E-02    -0.150120893081902E-01     0.947665341225432E-03
   -73.994011    18.194539     0.701722345738085E-02    -0.150734259499577E-01     0.987853077397784E-03
   -73.994011    18.204539     0.707576065221819E-02    -0.151231540993608E-01     0.102649901247389E-02
