      lon.         lat.     shear_stress(bar)   normal_stress(bar)   coulomb_stress(bar)
   -74.484011    18.434539     0.283734802066006E-02    -0.548091312736609E-02     0.644982769713619E-03
   -74.484011    18.444539     0.282553046448729E-02    -0.545226892195642E-02     0.644622895704719E-03
   -74.484011    18.454539     0.281323641834645E-02    -0.542324037057573E-02     0.643940270116161E-03
   -74.484011    18.464539     0.280050233488015E-02    -0.539389147173763E-02     0.642945746185103E-03
   -74.484011    18.474539     0.278736588239692E-02    -0.536428629616167E-02     0.641651363932253E-03
   -74.484011    18.484539     0.277386350934154E-02    -0.533448686151894E-02     0.640068764733960E-03
   -74.484011    18.494539     0.276003217705882E-02    -0.530455452998970E-02     0.638210365062935E-03
   -74.484011    18.504539     0.274590827814156E-02    -0.527454903534268E-02     0.636088664004492E-03
   -74.484011    18.514539     0.273152784083542E-02    -0.524452857202764E-02     0.633716412024367E-03
   -74.484011    18.524539     0.271692650921113E-02    -0.521454975718682E-02     0.631106606336398E-03
   -74.484011    18.534539     0.270213939551676E-02    -0.518466743589802E-02     0.628272421157555E-03
   -74.484011    18.544539     0.268720102286220E-02    -0.515493459447504E-02     0.625227185072182E-03
   -74.484011    18.554539     0.267214525530059E-02    -0.512540225763948E-02     0.621984352244800E-03
   -74.484011    18.564539     0.265700522567393E-02    -0.509611939276378E-02     0.618557468568421E-03
   -74.484011    18.574539     0.264181327107327E-02    -0.506713282167047E-02     0.614960142405079E-03
   -74.484011    18.584539     0.262660086961464E-02    -0.503848713972506E-02     0.611206013724614E-03
   -74.484011    18.594539     0.261139857906775E-02    -0.501022464252492E-02     0.607308722057778E-03
   -74.484011    18.604539     0.259623598186899E-02    -0.498238525931653E-02     0.603281878142379E-03
   -74.484011    18.614539     0.258114163180012E-02    -0.495500649624976E-02     0.599139033300211E-03
   -74.484011    18.624539     0.256614300455417E-02    -0.492812338497180E-02     0.594893650565451E-03
   -74.484011    18.634539     0.255126645249022E-02    -0.490176844070947E-02     0.590559076206432E-03
   -74.484011    18.644539     0.253653716328224E-02    -0.487597162791573E-02     0.586148512115943E-03
   -74.484011    18.654539     0.252197912230691E-02    -0.485076033395553E-02     0.581674988724699E-03
   -74.484011    18.655239     0.252096706809493E-02    -0.484901812735486E-02     0.581359817152987E-03
   -74.474011    18.184539     0.292438967694319E-02    -0.597897903722601E-02     0.532798062052783E-03
   -74.474011    18.194539     0.293529511351480E-02    -0.598092950543841E-02     0.542923311339441E-03
   -74.474011    18.204539     0.294498627312509E-02    -0.598093881955277E-02     0.552610745303979E-03
   -74.474011    18.214539     0.295347268992625E-02    -0.597904541981579E-02     0.561854521999929E-03
   -74.474011    18.224539     0.296077330120034E-02    -0.597529837732848E-02     0.570653950268948E-03
   -74.474011    18.234539     0.296690373034230E-02    -0.596974405070731E-02     0.579006110059377E-03
   -74.474011    18.244539     0.297188246169551E-02    -0.596243236363720E-02     0.586909516240627E-03
   -74.474011    18.254539     0.297572951617030E-02    -0.595341556415173E-02     0.594363290509606E-03
   -74.474011    18.264539     0.297846648717590E-02    -0.594274802264602E-02     0.601367278117490E-03
   -74.474011    18.274539     0.298011646988284E-02    -0.593048618110266E-02     0.607921997441781E-03
   -74.474011    18.284539     0.298070400137769E-02    -0.591668836795736E-02     0.614028654194747E-03
   -74.474011    18.294539     0.298025501735110E-02    -0.590141470301564E-02     0.619689136144841E-03
   -74.474011    18.304539     0.297879678801446E-02    -0.588472694443021E-02     0.624906010242374E-03
   -74.474011    18.314539     0.297635785886652E-02    -0.586668834981731E-02     0.629682518939595E-03
   -74.474011    18.324539     0.297296798259134E-02    -0.584736352524432E-02     0.634022572493610E-03
   -74.474011    18.334539     0.296865805231989E-02    -0.582681828191371E-02     0.637930739554410E-03
   -74.474011    18.344539     0.296346003074812E-02    -0.580511948228684E-02     0.641412237833390E-03
   -74.474011    18.354539     0.295740687219129E-02    -0.578233487558355E-02     0.644472921957863E-03
   -74.474011    18.364539     0.295053244874934E-02    -0.575853294918849E-02     0.647119269073941E-03
   -74.474011    18.374539     0.294287146726094E-02    -0.573378275757476E-02     0.649358364231034E-03
   -74.474011    18.384539     0.293445939005232E-02    -0.570815376802974E-02     0.651197882840426E-03
   -74.474011    18.394539     0.292533234930349E-02    -0.568171569146551E-02     0.652646072717279E-03
   -74.474011    18.404539     0.291552706188300E-02    -0.565453832194550E-02     0.653711733104798E-03
   -74.474011    18.414539     0.290508074363842E-02    -0.562669137349614E-02     0.654404194239967E-03
   -74.474011    18.424539     0.289403101908444E-02    -0.559824431318579E-02     0.654733293810127E-03
   -74.474011    18.434539     0.288241583750556E-02    -0.556926620877279E-02     0.654709353996444E-03
   -74.474011    18.444539     0.287027337188405E-02    -0.553982555018503E-02     0.654343151810043E-03
   -74.474011    18.454539     0.285764228047449E-02    -0.550999039367306E-02     0.653646123005269E-03
   -74.474011    18.464539     0.284455996965565E-02    -0.547982685849962E-02     0.652629226255805E-03
   -74.474011    18.474539     0.283106576735920E-02    -0.544940162626871E-02     0.651305116851712E-03
   -74.474011    18.484539     0.281719751153548E-02    -0.541877907583992E-02     0.649685881199511E-03
   -74.474011    18.494539     0.280299326779476E-02    -0.538802264423787E-02     0.647784210099618E-03
   -74.474011    18.504539     0.278849072442317E-02    -0.535719425692987E-02     0.645613021651223E-03
   -74.474011    18.514539     0.277372726154883E-02    -0.532635431041084E-02     0.643185537384500E-03
   -74.474011    18.524539     0.275873972456679E-02    -0.529556141757341E-02     0.640515157537421E-03
   -74.474011    18.534539     0.274356445871254E-02    -0.526487240840320E-02     0.637615495351259E-03
   -74.474011    18.544539     0.272823718203287E-02    -0.523434215732137E-02     0.634500319104322E-03
   -74.474011    18.554539     0.271279292167283E-02    -0.520402349383013E-02     0.631183524140777E-03
   -74.474011    18.564539     0.269726593759554E-02    -0.517396709631795E-02     0.627679099068363E-03
   -74.474011    18.574539     0.268168965383289E-02    -0.514422140189624E-02     0.624001093074397E-03
   -74.474011    18.584539     0.266609659609435E-02    -0.511483252424046E-02     0.620163586398167E-03
   -74.474011    18.594539     0.265051832635987E-02    -0.508584417500878E-02     0.616180656356356E-03
   -74.474011    18.604539     0.263498538474462E-02    -0.505729759536398E-02     0.612066346599026E-03
   -74.474011    18.614539     0.261952723473088E-02    -0.502923149630068E-02     0.607834636210609E-03
   -74.474011    18.624539     0.260417221173787E-02    -0.500168200611255E-02     0.603499409292850E-03
   -74.474011    18.634539     0.258894747582846E-02    -0.497468262656923E-02     0.599074425200766E-03
   -74.474011    18.644539     0.257387896917756E-02    -0.494826419796902E-02     0.594573289989946E-03
   -74.474011    18.654539     0.255899137673584E-02    -0.492245487154455E-02     0.590009428118022E-03
   -74.474011    18.655239     0.255795663289574E-02    -0.492067170334554E-02     0.589687951557522E-03
   -74.464011    18.184539     0.297109675596064E-02    -0.607916966645527E-02     0.539428889378535E-03
   -74.464011    18.194539     0.298235711755110E-02    -0.608133790390222E-02     0.549821955990210E-03
   -74.464011    18.204539     0.299236503955185E-02    -0.608149899384190E-02     0.559765442015088E-03
   -74.464011    18.214539     0.300113447120693E-02    -0.607969685462924E-02     0.569255729355236E-03
   -74.464011    18.224539     0.300868072474083E-02    -0.607597776022060E-02     0.578289620652590E-03
   -74.464011    18.234539     0.301502111665156E-02    -0.607039072678975E-02     0.586864825935663E-03
   -74.464011    18.244539     0.302017457894953E-02    -0.606298721741477E-02     0.594979691983623E-03
   -74.464011    18.254539     0.302416173817412E-02    -0.605382114795332E-02     0.602633278992795E-03
   -74.464011    18.264539     0.302700479617891E-02    -0.604294863113750E-02     0.609825343723909E-03
   -74.464011    18.274539     0.302872754055937E-02    -0.603042795576131E-02     0.616556358254849E-03
   -74.464011    18.284539     0.302935527071672E-02    -0.601631940437473E-02     0.622827508966832E-03
   -74.464011    18.294539     0.302891474077502E-02    -0.600068513283774E-02     0.628640687639930E-03
   -74.464011    18.304539     0.302743409992108E-02    -0.598358901586136E-02     0.633998493576535E-03
   -74.464011    18.314539     0.302494283265363E-02    -0.596509651427707E-02     0.638904226942807E-03
   -74.464011    18.324539     0.302147168519891E-02    -0.594527450900646E-02     0.643361881596321E-03
   -74.464011    18.334539     0.301705259491635E-02    -0.592419114665607E-02     0.647376136253917E-03
   -74.464011    18.344539     0.301171861763384E-02    -0.590191568369285E-02     0.650952344156706E-03
   -74.464011    18.354539     0.300550384773474E-02    -0.587851831971604E-02     0.654096519848329E-03
   -74.464011    18.364539     0.299844333652061E-02    -0.585407002692057E-02     0.656815325752385E-03
   -74.464011    18.374539     0.299057300962218E-02    -0.582864238568528E-02     0.659116055348072E-03
   -74.464011    18.384539     0.298192958223198E-02    -0.580230741484716E-02     0.661006616293121E-03
   -74.464011    18.394539     0.297255046948889E-02    -0.577513739779568E-02     0.662495510370619E-03
   -74.464011    18.404539     0.296247369796151E-02    -0.574720471183284E-02     0.663591813228371E-03
   -74.464011    18.414539     0.295173781394674E-02    -0.571858165690155E-02     0.664305151186117E-03
   -74.464011    18.424539     0.294038179414522E-02    -0.568934028683574E-02     0.664645679410926E-03
   -74.464011    18.434539     0.292844494813776E-02    -0.565955223788590E-02     0.664624052983396E-03
   -74.464011    18.444539     0.291596684199718E-02    -0.562928857801559E-02     0.664251410790941E-03
   -74.464011    18.454539     0.290298735917641E-02    -0.559861973622447E-02     0.663539464686617E-03
   -74.464011    18.464539     0.288954564544237E-02    -0.556761463744211E-02     0.662499790465525E-03
   -74.464011    18.474539     0.287568211130319E-02    -0.553634215957477E-02     0.661145247473283E-03
   -74.464011    18.484539     0.286143589901182E-02    -0.550486902484756E-02     0.659488289072796E-03
   -74.464011    18.494539     0.284684668036872E-02    -0.547326124977930E-02     0.657542180456996E-03
   -74.464011    18.504539     0.283195336472429E-02    -0.544158290254165E-02     0.655320203707630E-03
   -74.464011    18.514539     0.281679464118065E-02    -0.540989658175479E-02     0.652836008478735E-03
   -74.464011    18.524539     0.280140867921283E-02    -0.537826306510221E-02     0.650103453171945E-03
   -74.464011    18.534539     0.278583308789625E-02    -0.534674122357799E-02     0.647136598465058E-03
   -74.464011    18.544539     0.277010483296598E-02    -0.531538790576148E-02     0.643949670661388E-03
   -74.464011    18.554539     0.275426014727434E-02    -0.528425781432909E-02     0.640557021542700E-03
   -74.464011    18.564539     0.273833446130414E-02    -0.525340340871899E-02     0.636973097816548E-03
   -74.464011    18.574539     0.272236233152520E-02    -0.522287480823532E-02     0.633212408231077E-03
   -74.464011    18.584539     0.270637737029717E-02    -0.519271970311299E-02     0.629289489051969E-03
   -74.464011    18.594539     0.269041218075884E-02    -0.516298327504626E-02     0.625218870740339E-03
   -74.464011    18.604539     0.267449829704281E-02    -0.513370812710202E-02     0.621015046202001E-03
   -74.464011    18.614539     0.265866612446031E-02    -0.510493421820517E-02     0.616692437178244E-03
   -74.464011    18.624539     0.264294488818408E-02    -0.507669881155352E-02     0.612265363562672E-03
   -74.464011    18.634539     0.262736258404935E-02    -0.504903642893647E-02     0.607748012474762E-03
   -74.464011    18.644539     0.261194593319123E-02    -0.502197881353854E-02     0.603154407775813E-03
   -74.464011    18.654539     0.259672034218637E-02    -0.499555490273355E-02     0.598498381092952E-03
   -74.464011    18.655239     0.259566233587801E-02    -0.499372965297954E-02     0.598170474686192E-03
   -74.454011    18.184539     0.301879498325458E-02    -0.618161482918197E-02     0.546149051581788E-03
   -74.454011    18.194539     0.303042398623509E-02    -0.618401444028490E-02     0.556818210121129E-03
   -74.454011    18.204539     0.304076127890679E-02    -0.618433902874848E-02     0.567025667407394E-03
   -74.454011    18.214539     0.304982458637985E-02    -0.618263629037938E-02     0.576770070228095E-03
   -74.454011    18.224539     0.305762625413321E-02    -0.617895134373946E-02     0.586045716637429E-03
   -74.454011    18.234539     0.306418508583217E-02    -0.617333547736600E-02     0.594850894885772E-03
   -74.454011    18.244539     0.306952048417180E-02    -0.616584162303690E-02     0.603183834957036E-03
   -74.454011    18.254539     0.307365367360001E-02    -0.615652548761177E-02     0.611043478555298E-03
   -74.454011    18.264539     0.307660750705442E-02    -0.614544498072621E-02     0.618429514763941E-03
   -74.454011    18.274539     0.307840648575027E-02    -0.613266031061486E-02     0.625342361504327E-03
   -74.454011    18.284539     0.307907668588041E-02    -0.611823376803075E-02     0.631783178668107E-03
   -74.454011    18.294539     0.307864571609288E-02    -0.610222963251080E-02     0.637753863088559E-03
   -74.454011    18.304539     0.307714263650950E-02    -0.608471397993046E-02     0.643257044537311E-03
   -74.454011    18.314539     0.307459790489958E-02    -0.606575455808002E-02     0.648296081667572E-03
   -74.454011    18.324539     0.307104329807290E-02    -0.604542061003293E-02     0.652875054059725E-03
   -74.454011    18.334539     0.306651184066543E-02    -0.602378271946898E-02     0.656998752877836E-03
   -74.454011    18.344539     0.306103772367491E-02    -0.600091263295854E-02     0.660672670491498E-03
   -74.454011    18.354539     0.305465622657291E-02    -0.597688309853461E-02     0.663902987159069E-03
   -74.454011    18.364539     0.304740362910645E-02    -0.595176768275899E-02     0.666696556002859E-03
   -74.454011    18.374539     0.303931712519439E-02    -0.592564059684070E-02     0.669060886458107E-03
   -74.454011    18.384539     0.303043473403630E-02    -0.589857651964049E-02     0.671004126180107E-03
   -74.454011    18.394539     0.302079520692069E-02    -0.587065041486306E-02     0.672535040975463E-03
   -74.454011    18.404539     0.301043793425768E-02    -0.584193735512270E-02     0.673662992208600E-03
   -74.454011    18.414539     0.299940285013825E-02    -0.581251233977152E-02     0.674397914229641E-03
   -74.454011    18.424539     0.298773033594951E-02    -0.578245011621111E-02     0.674750289465068E-03
   -74.454011    18.434539     0.297546112206074E-02    -0.575182499947781E-02     0.674731122269615E-03
   -74.454011    18.444539     0.296263620576660E-02    -0.572071072583299E-02     0.674351915433407E-03
   -74.454011    18.454539     0.294929638783461E-02    -0.568917995146533E-02     0.673624407248477E-03
   -74.454011    18.464539     0.293548366108699E-02    -0.565730533691733E-02     0.672561526320054E-03
   -74.454011    18.474539     0.292123856170203E-02    -0.562515716130558E-02     0.671175697179794E-03
   -74.454011    18.484539     0.290660234888617E-02    -0.559280535657644E-02     0.669480206255599E-03
   -74.454011    18.494539     0.289161559723227E-02    -0.556031787636267E-02     0.667488446687204E-03
   -74.454011    18.504539     0.287631886668351E-02    -0.552776138945937E-02     0.665214310899759E-03
   -74.454011    18.514539     0.286075220606080E-02    -0.549520079412878E-02     0.662671888409285E-03
   -74.454011    18.524539     0.284495514354941E-02    -0.546269908588450E-02     0.659875509195610E-03
   -74.454011    18.534539     0.282896661139361E-02    -0.543031727893761E-02     0.656839699818569E-03
   -74.454011    18.544539     0.281282486821622E-02    -0.539811427117315E-02     0.653579159746960E-03
   -74.454011    18.554539     0.279656739987767E-02    -0.536614671546209E-02     0.650108713692834E-03
   -74.454011    18.564539     0.278023085649267E-02    -0.533446892682476E-02     0.646443285762772E-03
   -74.454011    18.574539     0.276385096815267E-02    -0.530313277110504E-02     0.642597859710651E-03
   -74.454011    18.584539     0.274746247654560E-02    -0.527218757828801E-02     0.638587445230398E-03
   -74.454011    18.594539     0.273109906559490E-02    -0.524168005692258E-02     0.634427042825866E-03
   -74.454011    18.604539     0.271479329921671E-02    -0.521165422184977E-02     0.630131610476800E-03
   -74.454011    18.614539     0.269857655961762E-02    -0.518215132701383E-02     0.625716028812090E-03
   -74.454011    18.624539     0.268247899345051E-02    -0.515320981043431E-02     0.621195069276783E-03
   -74.454011    18.634539     0.266652945972483E-02    -0.512486524692649E-02     0.616583360954230E-03
   -74.454011    18.644539     0.265075548483009E-02    -0.509715031163630E-02     0.611895360175574E-03
   -74.454011    18.654539     0.263518321966314E-02    -0.507009475068577E-02     0.607145319388827E-03
   -74.454011    18.655239     0.263410136307119E-02    -0.506822626533459E-02     0.606810856937351E-03
   -74.444011    18.184539     0.306751038445292E-02    -0.628637763302297E-02     0.552959331243733E-03
   -74.444011    18.194539     0.307952232045544E-02    -0.628902309068878E-02     0.563913084179931E-03
   -74.444011    18.204539     0.309020528854010E-02    -0.628952556580052E-02     0.574395062219892E-03
   -74.444011    18.214539     0.309957091799252E-02    -0.628792945069980E-02     0.584399137712606E-03
   -74.444011    18.224539     0.310763799963067E-02    -0.628428492477608E-02     0.593924029720242E-03
   -74.444011    18.234539     0.311442410476255E-02    -0.627864431279459E-02     0.602966379644713E-03
   -74.444011    18.244539     0.311994898290749E-02    -0.627106191268822E-02     0.611524217832202E-03
   -74.444011    18.254539     0.312423443329614E-02    -0.626159509374281E-02     0.619596395799018E-03
   -74.444011    18.264539     0.312730396835091E-02    -0.625030365607523E-02     0.627182505920820E-03
   -74.444011    18.274539     0.312918282594348E-02    -0.623724977979810E-02     0.634282914024240E-03
   -74.444011    18.284539     0.312989789921611E-02    -0.622249786440571E-02     0.640898753453829E-03
   -74.444011    18.294539     0.312947767490566E-02    -0.620611437906103E-02     0.647031923281251E-03
   -74.444011    18.304539     0.312795215874653E-02    -0.618816769251724E-02     0.652685081739636E-03
   -74.444011    18.314539     0.312535281882050E-02    -0.616872792951402E-02     0.657861647014890E-03
   -74.444011    18.324539     0.312171250388032E-02    -0.614786679526484E-02     0.662565785774383E-03
   -74.444011    18.334539     0.311706536558648E-02    -0.612565740232285E-02     0.666802404657336E-03
   -74.444011    18.344539     0.311144677804060E-02    -0.610217409709095E-02     0.670577139204214E-03
   -74.444011    18.354539     0.310489325170291E-02    -0.607749227897333E-02     0.673896340113578E-03
   -74.444011    18.364539     0.309744234476519E-02    -0.605168821711654E-02     0.676767057918572E-03
   -74.444011    18.374539     0.308913257207583E-02    -0.602483886623198E-02     0.679197025583037E-03
   -74.444011    18.384539     0.308000331084683E-02    -0.599702167886762E-02     0.681194639299780E-03
   -74.444011    18.394539     0.307009470430479E-02    -0.596831441575846E-02     0.682768938001404E-03
   -74.444011    18.404539     0.305944756394560E-02    -0.593879495941305E-02     0.683929580180381E-03
   -74.444011    18.414539     0.304810326855716E-02    -0.590854112400387E-02     0.684686818955611E-03
   -74.444011    18.424539     0.303610366659622E-02    -0.587763046993536E-02     0.685051478622073E-03
   -74.444011    18.434539     0.302349096808281E-02    -0.584614011509437E-02     0.685034922045060E-03
   -74.444011    18.444539     0.301030765628419E-02    -0.581414655737307E-02     0.684649033334960E-03
   -74.444011    18.454539     0.299659664058540E-02    -0.578172569849870E-02     0.683906361185923E-03
   -74.444011    18.464539     0.298239972876636E-02    -0.574895153464536E-02     0.682819114908213E-03
   -74.444011    18.474539     0.296776043174865E-02    -0.571589829921957E-02     0.681401112060824E-03
   -74.444011    18.484539     0.295272113345266E-02    -0.568263812106469E-02     0.679665885026789E-03
   -74.444011    18.494539     0.293732382923075E-02    -0.564924149707765E-02     0.677627230399692E-03
   -74.444011    18.504539     0.292161059347022E-02    -0.561577764352516E-02     0.675299536060157E-03
   -74.444011    18.514539     0.290562284976705E-02    -0.558231379069854E-02     0.672697333487632E-03
   -74.444011    18.524539     0.288940154788949E-02    -0.554891527556127E-02     0.669835437664984E-03
   -74.444011    18.534539     0.287298700085496E-02    -0.551564534094179E-02     0.666728864478238E-03
   -74.444011    18.544539     0.285641880513839E-02    -0.548256501334371E-02     0.663392799800901E-03
   -74.444011    18.554539     0.283973575755869E-02    -0.544973298382822E-02     0.659842564027397E-03
   -74.444011    18.564539     0.282297577241923E-02    -0.541720549472733E-02     0.656093574528302E-03
   -74.444011    18.574539     0.280617580117640E-02    -0.538503623135899E-02     0.652161308632806E-03
   -74.444011    18.584539     0.278937175813249E-02    -0.535327622748462E-02     0.648061267138639E-03
   -74.444011    18.594539     0.277259844906718E-02    -0.532197377786931E-02     0.643808937919458E-03
   -74.444011    18.604539     0.275588950591088E-02    -0.529117436251880E-02     0.639419760903358E-03
   -74.444011    18.614539     0.273927732307234E-02    -0.526092057701898E-02     0.634909092264745E-03
   -74.444011    18.624539     0.272279300065750E-02    -0.523125207548814E-02     0.630292170462243E-03
   -74.444011    18.634539     0.270646629143324E-02    -0.520220552195507E-02     0.625584082651216E-03
   -74.444011    18.644539     0.269032555289307E-02    -0.517381455222505E-02     0.620799732003054E-03
   -74.444011    18.654539     0.267439770384439E-02    -0.514610974430870E-02     0.615953806120909E-03
   -74.444011    18.655239     0.267329139362606E-02    -0.514419683380965E-02     0.615612660102204E-03
   -74.434011    18.184539     0.311726970699046E-02    -0.639352333797738E-02     0.559860371799508E-03
   -74.434011    18.194539     0.312967932759558E-02    -0.639642990600293E-02     0.571107365194411E-03
   -74.434011    18.204539     0.314071879049244E-02    -0.639712071509887E-02     0.581870504452895E-03
   -74.434011    18.214539     0.315040112012886E-02    -0.639564199646692E-02     0.592144321542089E-03
   -74.434011    18.224539     0.315874492463851E-02    -0.639204633563213E-02     0.601926390385657E-03
   -74.434011    18.234539     0.316576759836434E-02    -0.638638566107491E-02     0.611213333934372E-03
   -74.434011    18.244539     0.317148985021842E-02    -0.637871674859062E-02     0.620003150782172E-03
