      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all       strike 1       strike 2          dip 1          dip 2         rake 1         rake 2
    -60.00    -20.00      29.975880       0.010756       0.010756        19      18.0      19.0       0.244736     278.100006      15.050000      72.930000      68.500000     157.449997      18.389999
    -60.00    -15.00      25.481911       0.018280       0.018280        19      18.0      19.0       0.244736     358.450012     263.880005      66.320000      79.709999      11.250000     155.910004
    -60.00    -10.00      20.987940       0.027371       0.027371        19      18.0      19.0       0.244736     104.940002     342.600006      74.980003      26.639999    -112.260002     -35.310001
    -60.00     -5.00      16.493971       0.026871       0.026871        19      18.0      19.0       0.244736      98.639999     333.950012      74.300003      26.290001    -111.349998     -37.669998
    -60.00      0.00      12.000000       0.024030       0.024030        19      18.0      19.0       0.244736     117.230003     294.549988      71.389999      18.629999     -89.139999     -92.540001
    -60.00      5.00       7.506030       0.024335       0.024335        19      18.0      19.0       0.244736      99.580002     289.209991      65.970001      24.330000     -93.949997     -81.209999
    -60.00     10.00       3.012060       0.035837       0.035837        19      18.0      19.0       0.244736     100.089996     279.019989      61.560001      28.440001     -89.489998     -90.940002
    -50.00    -20.00      29.975880       0.011667       0.011667        19      18.0      19.0       0.244736      40.160000     257.859985      39.330002      57.040001      59.130001     112.800003
    -50.00    -15.00      25.481911       0.016031       0.016031        19      18.0      19.0       0.244736     349.529999      82.629997      44.590000      86.940002      -4.360000    -134.509995
    -50.00    -10.00      20.987940       0.033615       0.033615        19      18.0      19.0       0.244736      98.309998     319.320007      75.430000      19.000000    -102.330002     -50.580002
    -50.00     -5.00      16.493971       0.043280       0.043280        19      18.0      19.0       0.244736      98.750000     303.720001      73.449997      18.150000     -97.550003     -66.129997
    -50.00      0.00      12.000000       0.039907       0.039907        19      18.0      19.0       0.244736      94.910004     299.200012      72.669998      18.900000     -97.660004     -66.879997
    -50.00      5.00       7.506030       0.035345       0.035345        19      18.0      19.0       0.244736     101.540001     293.540009      68.230003      22.209999     -94.510002     -78.870003
    -50.00     10.00       3.012060       0.036752       0.036752        19      18.0      19.0       0.244736      94.349998     297.589996      61.049999      31.059999    -101.750000     -69.790001
    -40.00    -20.00      29.975880       0.014845       0.014845        19      18.0      19.0       0.244736     105.570000     252.360001      20.840000      72.330002     121.459999      78.760002
    -40.00    -15.00      25.481911       0.019369       0.019369        19      18.0      19.0       0.244736     -22.740000     238.070007      13.570000      87.790001       9.460000     103.389999
    -40.00    -10.00      20.987940       0.033330       0.033330        19      18.0      19.0       0.244736      85.669998     231.250000      83.279999       8.130000     -85.410004    -124.150002
    -40.00     -5.00      16.493971       0.039427       0.039427        19      18.0      19.0       0.244736      82.629997     264.410004      79.050003      10.960000     -90.339996     -88.260002
    -40.00      0.00      12.000000       0.037084       0.037084        19      18.0      19.0       0.244736      86.480003     279.269989      76.410004      13.920000     -93.050003     -77.570000
    -40.00      5.00       7.506030       0.022715       0.022715        19      18.0      19.0       0.244736      97.760002     317.119995      73.459999      21.010000    -103.139999     -52.560001
