      xloc      yloc          depth         ave SR         max SR         #     start       end     max SR all       strike 1       strike 2          dip 1          dip 2         rake 1         rake 2
    -60.00    -20.00      29.975880       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -60.00    -15.00      25.481911       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -60.00    -10.00      20.987940       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -60.00     -5.00      16.493971       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -60.00      0.00      12.000000       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -60.00      5.00       7.506030       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -60.00     10.00       3.012060       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -20.00      29.975880       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -15.00      25.481911       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00    -10.00      20.987940       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     -5.00      16.493971       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      0.00      12.000000       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00      5.00       7.506030       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -50.00     10.00       3.012060       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -20.00      29.975880       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -15.00      25.481911       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00    -10.00      20.987940       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     -5.00      16.493971       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      0.00      12.000000       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00      5.00       7.506030       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -40.00     10.00       3.012060       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -20.00      29.975880       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -15.00      25.481911       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00    -10.00      20.987940       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     -5.00      16.493971       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      0.00      12.000000       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00      5.00       7.506030       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -30.00     10.00       3.012060       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -20.00      29.975880       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -15.00      25.481911       0.000000       0.000000         2       1.0       2.0       0.244736     180.000000     360.000000      45.000000      45.000000      90.000000      90.000000
    -20.00    -10.00      20.987940       0.001292       0.001292         2       1.0       2.0       0.244736      56.259998     316.049988      84.570000      28.200001      62.290001     168.449997
    -20.00     -5.00      16.493971       0.001171       0.001171         2       1.0       2.0       0.244736     325.220001     234.259995      37.160000      89.269997    -178.789993     -52.840000
