   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     -72.913437      18.606670      10.000000     0.227    96.552    62.181  -106.966   309.725    32.228   -61.058    -60.00    -20.00    0
    2     -73.008141      18.603781      10.000000     0.188   101.102    57.625  -121.567   330.030    43.980   -50.453    -50.00    -20.00    1
    3     -73.102852      18.600830      10.000000     0.161   120.043    41.726   179.620   210.326    89.747    48.275    -40.00    -20.00    1
    4     -73.197540      18.597839      10.000000     0.229   137.567    29.046   178.337   229.022    89.192    60.964    -30.00    -20.00    0
    5     -73.292236      18.594801      10.000000     0.245   145.792    36.989   163.928   248.751    80.412    54.102    -20.00    -20.00    0
    6     -73.386932      18.591721      10.000000     0.334   154.236    39.715   155.604   263.468    74.697    52.893    -10.00    -20.00    0
    7     -73.481613      18.588579      10.000000     0.326   155.461    40.853   150.334   268.769    71.110    53.077      0.00    -20.00    0
    8     -73.576286      18.585400      10.000000     0.257   152.798    43.675   145.021   269.639    66.679    51.963     10.00    -20.00    0
    9     -73.670967      18.582180      10.000000     0.273   140.126    40.577   150.091   253.727    71.075    53.411     20.00    -20.00    0
   10     -73.765648      18.578899      10.000000     0.289   141.422    70.292   160.683   238.164    71.856    20.786     30.00    -20.00    0
   11     -73.860329      18.575581      10.000000     0.209   319.943    66.657  -144.701   214.272    57.957   -27.869     40.00    -20.00    1
   12     -73.954987      18.572210      10.000000     0.282   315.236    82.960  -152.036   221.514    62.265    -7.959     50.00    -20.00    1
   13     -74.049660      18.568800      10.000000     0.336   315.481    87.921   179.016    45.517    89.016     2.079     60.00    -20.00    1
   14     -74.144318      18.565331      10.000000     0.202   316.255    84.024  -172.753   225.497    82.793    -6.024     70.00    -20.00    0
   15     -74.238983      18.561819      10.000000     0.286   140.901    66.358  -174.496    48.689    84.960   -23.739     80.00    -20.00    1
   16     -74.333641      18.558260      10.000000     0.237   147.449    89.577   171.343   237.513    81.343     0.428     90.00    -20.00    0
   17     -74.428291      18.554661      10.000000     0.186   330.733    71.313  -147.591   229.236    59.489   -21.832    100.00    -20.00    0
   18     -72.911926      18.561520      10.000000     0.378    94.804    61.548  -111.932   315.007    35.355   -55.421    -60.00    -15.00    1
   19     -73.006607      18.558630      10.000000     0.361   102.161    51.161  -127.082   332.476    51.582   -53.171    -50.00    -15.00    1
   20     -73.101288      18.555679      10.000000     0.301   121.894    44.681   179.063   212.560    89.341    45.323    -40.00    -15.00    1
   21     -73.195961      18.552691      10.000000     0.447   133.956    31.438   172.513   230.353    86.103    58.780    -30.00    -15.00    0
   22     -73.290627      18.549660      10.000000     0.572   149.797    37.606   164.529   252.165    80.632    53.411    -20.00    -15.00    0
   23     -73.385300      18.546570      10.000000     0.710   154.361    37.419   156.419   263.480    75.931    54.962    -10.00    -15.00    0
   24     -73.479950      18.543440      10.000000     0.643   148.754    35.152   144.380   269.115    70.408    60.212      0.00    -15.00    0
   25     -73.574608      18.540260      10.000000     0.470   144.128    37.543   141.296   266.557    67.603    59.048     10.00    -15.00    0
   26     -73.669273      18.537029      10.000000     0.506   132.721    40.905   145.142   250.484    68.022    54.590     20.00    -15.00    0
   27     -73.763924      18.533760      10.000000     0.515   140.944    69.334   159.337   238.525    70.721    21.955     30.00    -15.00    0
   28     -73.858566      18.530439      10.000000     0.405   315.033    77.048  -160.518   220.500    71.033   -13.710     40.00    -15.00    1
   29     -73.953217      18.527069      10.000000     0.533   315.072    83.476  -153.762   221.867    63.945    -7.266     50.00    -15.00    1
   30     -74.047859      18.523661      10.000000     0.618   315.385    86.298  -179.978   225.384    89.978    -3.702     60.00    -15.00    0
   31     -74.142502      18.520189      10.000000     0.442   136.075    89.873  -177.325    46.069    87.325    -0.127     70.00    -15.00    1
   32     -74.237129      18.516680      10.000000     0.527   140.867    74.918  -178.515    50.481    88.566   -15.086     80.00    -15.00    1
   33     -74.331757      18.513130      10.000000     0.448   328.256    83.249  -166.665   236.660    76.759    -6.936     90.00    -15.00    0
   34     -74.426376      18.509520      10.000000     0.328   333.396    69.619  -147.262   230.775    59.539   -23.830    100.00    -15.00    0
   35     -72.910431      18.516371      10.000000     0.485    91.000    61.974  -118.020   319.557    38.807   -48.570    -60.00    -10.00    1
   36     -73.005081      18.513479      10.000000     0.493   105.486    49.630  -130.862   338.662    54.816   -52.420    -50.00    -10.00    1
   37     -73.099731      18.510530      10.000000     0.465   123.814    37.870  -174.183    29.216    86.433   -52.273    -40.00    -10.00    1
   38     -73.194382      18.507540      10.000000     0.618   133.975    33.451   171.484   231.096    85.318    56.841    -30.00    -10.00    0
   39     -73.289032      18.504511      10.000000     0.855   151.817    38.608   166.053   252.799    81.350    52.225    -20.00    -10.00    0
   40     -73.383667      18.501419      10.000000     1.029   153.761    33.952   155.530   264.443    76.624    58.499    -10.00    -10.00    0
   41     -73.478302      18.498289      10.000000     0.908   146.416    30.221   140.640   271.743    71.384    65.754      0.00    -10.00    0
   42     -73.572937      18.495110      10.000000     0.661   136.878    33.309   131.795   269.950    65.832    66.350     10.00    -10.00    0
   43     -73.667572      18.491890      10.000000     0.644   131.940    38.399   146.909   248.995    70.177    56.416     20.00    -10.00    0
   44     -73.762199      18.488621      10.000000     0.682   140.758    72.727   159.484   237.098    70.448    18.366     30.00    -10.00    0
   45     -73.856819      18.485300      10.000000     0.616   315.467    80.070  -163.000   222.449    73.262   -10.374     40.00    -10.00    1
   46     -73.951439      18.481930      10.000000     0.723   315.811    81.579  -157.482   222.336    67.738    -9.105     50.00    -10.00    1
   47     -74.046059      18.478519      10.000000     0.853   315.776    84.083   179.740    45.803    89.742     5.917     60.00    -10.00    1
   48     -74.140671      18.475050      10.000000     0.700   316.280    87.631   176.705    46.416    86.708     2.373     70.00    -10.00    1
   49     -74.235283      18.471550      10.000000     0.755   140.879    81.973   179.300   230.976    89.307     8.028     80.00    -10.00    0
   50     -74.329880      18.467991      10.000000     0.643   327.551    82.732  -168.620   236.093    78.713    -7.412     90.00    -10.00    0
   51     -74.424477      18.464390      10.000000     0.425   333.865    71.466  -148.698   232.926    60.488   -21.423    100.00    -10.00    0
   52     -72.908920      18.471220      10.000000     0.569    88.309    63.828  -119.422   320.281    38.581   -45.012    -60.00     -5.00    1
   53     -73.003548      18.468330      10.000000     0.592   109.245    50.570  -134.974   346.801    56.879   -49.320    -50.00     -5.00    1
   54     -73.098183      18.465389      10.000000     0.620   128.111    30.134  -163.901    24.095    81.998   -60.851    -40.00     -5.00    1
   55     -73.192802      18.462400      10.000000     0.797   133.866    35.127   170.677   231.514    84.652    55.231    -30.00     -5.00    0
   56     -73.287422      18.459360      10.000000     1.034   151.261    40.202   165.344   252.557    80.601    50.730    -20.00     -5.00    0
   57     -73.382042      18.456280      10.000000     1.263   150.688    31.964   150.297   266.514    74.793    61.542    -10.00     -5.00    0
   58     -73.476646      18.453150      10.000000     1.169   136.988    27.060   127.327   276.415    68.792    72.789      0.00     -5.00    0
   59     -73.571259      18.449970      10.000000     0.904   127.758    32.409   118.969   274.503    62.037    72.908     10.00     -5.00    0
   60     -73.665871      18.446739      10.000000     0.743   133.738    38.886   146.879   250.661    69.939    55.963     20.00     -5.00    0
   61     -73.760468      18.443470      10.000000     0.786   141.371    74.323   161.354   236.580    72.071    16.499     30.00     -5.00    0
   62     -73.855072      18.440149      10.000000     0.813   315.989    84.771  -166.011   224.689    76.070    -5.388     40.00     -5.00    0
   63     -73.949661      18.436790      10.000000     0.871   316.794    77.936  -161.182   222.720    71.612   -12.724     50.00     -5.00    1
   64     -74.044258      18.433380      10.000000     1.057   315.945    83.728   177.433    46.225    87.448     6.278     60.00     -5.00    1
   65     -74.138840      18.429920      10.000000     0.947   316.491    87.462   175.179    46.705    85.184     2.547     70.00     -5.00    1
   66     -74.233429      18.426411      10.000000     0.943   140.912    87.247   179.403   230.941    89.404     2.753     80.00     -5.00    0
   67     -74.328011      18.422850      10.000000     0.789   327.024    82.649  -170.278   235.769    80.359    -7.457     90.00     -5.00    0
   68     -74.422577      18.419250      10.000000     0.499   334.294    71.815  -149.857   234.021    61.505   -20.800    100.00     -5.00    0
   69     -72.907417      18.426069      10.000000     0.622    84.924    65.369  -119.890   318.979    37.991   -42.615    -60.00      0.00    1
   70     -73.002022      18.423180      10.000000     0.682   104.803    55.556  -132.494   343.112    52.549   -45.435    -50.00      0.00    1
   71     -73.096626      18.420240      10.000000     0.775   133.338    25.632  -157.063    22.455    80.294   -66.160    -40.00      0.00    1
   72     -73.191223      18.417250      10.000000     0.938   134.374    36.344   170.570   231.994    84.428    54.027    -30.00      0.00    0
   73     -73.285820      18.414209      10.000000     1.140   150.274    41.909   163.968   252.345    79.370    49.219    -20.00      0.00    0
   74     -73.380409      18.411131      10.000000     1.400   145.400    34.166   143.052   267.295    70.271    61.523    -10.00      0.00    0
   75     -73.474998      18.408001      10.000000     1.366   124.704    29.388   111.955   279.877    62.927    78.109      0.00      0.00    0
   76     -73.569580      18.404819      10.000000     1.093   117.714    35.044   106.898   277.356    56.673    78.477     10.00      0.00    0
   77     -73.664169      18.401600      10.000000     0.802   136.066    40.456   146.160   253.094    68.818    54.690     20.00      0.00    0
   78     -73.758743      18.398331      10.000000     0.899   140.940    75.021   160.126   236.278    70.828    15.881     30.00      0.00    0
   79     -73.853317      18.395010      10.000000     0.953   316.840    89.240  -167.994   226.678    77.995    -0.777     40.00      0.00    0
   80     -73.947891      18.391649      10.000000     1.001   316.956    76.435  -166.448   223.721    76.833   -13.938     50.00      0.00    0
   81     -74.042458      18.388229      10.000000     1.221   315.719    82.877   175.035    46.337    85.073     7.150     60.00      0.00    1
   82     -74.137016      18.384781      10.000000     1.166   316.670    88.257   173.776    46.860    83.779     1.753     70.00      0.00    1
   83     -74.231583      18.381269      10.000000     1.077   140.941    89.945  -178.044    50.939    88.044    -0.056     80.00      0.00    1
   84     -74.326134      18.377720      10.000000     0.882   326.896    81.014  -171.051   235.487    81.162    -9.095     90.00      0.00    0
   85     -74.420692      18.374121      10.000000     0.547   335.811    68.528  -149.809   233.789    62.097   -24.469    100.00      0.00    0
   86     -72.905922      18.380920      10.000000     0.669    82.769    64.018  -120.247   315.852    39.054   -44.053    -60.00      5.00    1
   87     -73.000504      18.378031      10.000000     0.755    88.610    66.800  -121.691   326.069    38.548   -39.209    -50.00      5.00    1
   88     -73.095070      18.375090      10.000000     0.915   139.167    22.748  -152.168    23.207    79.599   -69.655    -40.00      5.00    1
   89     -73.189651      18.372101      10.000000     1.005   135.590    36.576   172.159   231.900    85.337    53.682    -30.00      5.00    0
   90     -73.284218      18.369061      10.000000     1.197   149.239    44.058   162.512   251.997    77.938    47.295    -20.00      5.00    0
   91     -73.378792      18.365980      10.000000     1.536   141.552    36.689   136.979   268.360    65.943    61.422    -10.00      5.00    0
   92     -73.473351      18.362850      10.000000     1.586   118.470    32.984   104.669   281.138    58.220    80.666      0.00      5.00    0
   93     -73.567909      18.359680      10.000000     1.282   110.894    37.421    99.376   279.149    53.162    82.894     10.00      5.00    0
   94     -73.662468      18.356449      10.000000     0.877   136.303    42.180   143.674   254.887    66.562    53.870     20.00      5.00    0
   95     -73.757019      18.353180      10.000000     0.968   139.947    73.595   159.406   236.005    70.280    17.459     30.00      5.00    0
   96     -73.851570      18.349871      10.000000     1.032   137.639    87.612   168.935   228.106    78.945     2.433     40.00      5.00    0
   97     -73.946114      18.346500      10.000000     1.088   316.765    76.999  -172.197   224.999    82.398   -13.118     50.00      5.00    0
   98     -74.040657      18.343090      10.000000     1.350   315.215    80.957   173.900    46.178    83.976     9.094     60.00      5.00    1
   99     -74.135201      18.339640      10.000000     1.337   316.709    88.021   173.443    46.937    83.447     1.992     70.00      5.00    1
  100     -74.229729      18.336130      10.000000     1.167   320.974    89.602   174.172    51.015    84.172     0.400     80.00      5.00    1
  101     -74.324257      18.332581      10.000000     0.914   326.948    79.770  -172.490   235.607    82.610   -10.316     90.00      5.00    0
  102     -74.418793      18.328979      10.000000     0.559   337.364    64.727  -149.325   233.153    62.526   -28.764    100.00      5.00    0
  103     -72.904411      18.335770      10.000000     0.702    82.406    62.000  -120.537   313.892    40.493   -46.301    -60.00     10.00    1
  104     -72.998970      18.332880      10.000000     0.803   -54.953    22.413   -37.841    70.731    76.473  -108.041    -50.00     10.00    1
  105     -73.093521      18.329941      10.000000     0.996   145.018    20.757  -146.451    23.216    78.705   -72.470    -40.00     10.00    1
  106     -73.188072      18.326950      10.000000     1.001   136.871    35.512   175.034   230.917    87.118    54.590    -30.00     10.00    0
  107     -73.282623      18.323919      10.000000     1.215   148.575    46.011   161.465   251.683    76.779    45.515    -20.00     10.00    0
  108     -73.377159      18.320829      10.000000     1.529   142.729    41.358   137.344   267.395    63.402    57.080    -10.00     10.00    0
  109     -73.471703      18.317711      10.000000     1.628   117.243    36.348   102.368   282.013    54.624    81.043      0.00     10.00    0
  110     -73.566231      18.314529      10.000000     1.316   106.354    38.689    93.272   282.166    51.386    87.383     10.00     10.00    0
  111     -73.660767      18.311310      10.000000     0.944   134.860    43.583   140.475   255.725    63.976    53.717     20.00     10.00    0
  112     -73.755287      18.308041      10.000000     0.991   139.079    72.817   161.037   234.876    71.913    18.106     30.00     10.00    0
